5112.09 23593.64
5112.59 23595.61
5116.12 23617.31
5116.62 23619.25
5120.14 23633.16
5120.64 23634.95
5124.16 23648.87
5124.66 23650.83
5128.18 23664.60
5128.68 23666.48
5132.19 23680.37
5132.69 23682.35
5136.21 23696.18
5136.72 23698.14
5140.24 23712.08
5140.74 23713.92
5144.26 23731.09
5144.76 23733.03
5148.28 23746.64
5148.78 23748.59
5152.30 23769.97
5154.28 23777.50
5156.34 23789.17
5156.84 23791.10
5160.37 23805.08
5160.87 23806.52
5164.38 23828.60
5164.89 23830.54
5168.41 23853.56
5168.91 23855.51
5172.44 23873.77
5172.94 23875.75
5176.45 23896.77
5176.95 23898.70
5180.46 23918.65
5180.96 23920.59
5184.49 23934.51
5184.99 23936.48
5188.51 23954.38
5189.01 23956.33
5192.54 23974.31
5193.04 23976.28
5196.56 23990.07
5197.06 23992.01
5200.57 24017.84
5201.56 24021.71
5204.60 24033.74
5205.10 24035.68
5208.62 24053.47
5209.12 24055.42
5212.64 24069.40
5213.14 24071.33
5216.66 24085.12
5217.17 24087.07
5220.68 24100.88
5221.18 24102.83
5224.71 24116.86
5225.21 24118.82
5228.73 24132.60
5229.24 24134.54
5232.76 24154.79
5233.26 24156.76
5236.78 24174.46
5237.28 24176.41
5240.79 24190.20
5241.29 24192.13
5244.82 24208.35
5245.32 24210.29
5248.85 24224.11
5249.35 24226.05
5252.87 24242.98
5253.37 24244.82
5256.89 24258.69
5257.39 24260.49
5260.91 24282.25
5261.41 24284.16
5264.94 24298.08
5265.44 24300.00
5268.97 24313.76
5269.47 24315.71
5273.00 24329.64
5273.50 24331.61
5277.01 24349.49
5277.51 24351.44
5281.02 24365.25
5281.52 24367.15
5285.04 24392.55
5285.54 24394.49
5289.07 24417.13
5289.57 24419.08
5293.09 24433.06
5293.59 24435.02
5297.12 24448.78
5297.62 24450.72
5301.15 24464.44
5301.65 24466.36
5305.16 24480.21
5305.66 24482.14
5309.19 24495.92
5309.69 24497.82
5313.21 24520.16
5313.71 24522.02
5317.24 24539.73
5317.74 24541.68
5321.26 24555.41
5321.76 24557.35
5325.28 24575.19
5327.74 24584.75
5329.30 24590.91
5329.80 24592.86
5333.33 24606.80
5333.83 24608.62
5337.35 24622.55
5337.85 24624.47
5341.37 24650.12
5341.87 24652.07
5345.40 24669.99
5345.90 24671.97
5349.42 24690.10
5349.92 24692.05
5353.44 24706.00
5353.94 24707.77
5357.46 24721.73
5357.97 24723.67
5361.48 24750.02
5361.98 24751.96
5365.50 24767.61
5367.48 24782.58
5369.53 24790.61
5370.03 24792.56
5373.56 24806.44
5374.06 24808.17
5377.57 24823.93
5378.08 24825.87
5381.60 24846.86
5382.10 24848.74
5385.62 24862.60
5386.12 24864.57
5389.65 24878.32
5390.15 24880.28
5393.68 24901.51
5394.19 24903.08
5397.71 24917.35
5398.21 24919.29
5401.73 24940.24
5402.24 24942.20
5405.77 24956.14
5406.27 24958.12
5409.79 24974.25
5410.29 24976.13
5413.81 24996.59
5414.31 24998.53
5417.83 25013.84
5418.33 25015.79
5421.86 25036.73
5422.36 25038.67
5425.89 25055.85
5426.40 25057.85
5429.91 25071.54
5430.41 25073.51
5433.92 25090.93
5434.42 25092.86
5437.95 25106.83
5438.46 25108.80
5441.97 25122.57
5442.48 25124.47
5445.99 25138.40
5446.49 25140.39
5450.01 25157.76
5450.51 25159.65
5454.03 25173.51
5454.53 25175.42
5458.06 25189.37
5458.56 25191.29
5462.08 25205.09
5462.58 25207.05
5466.11 25221.04
5466.61 25223.02
5470.12 25236.76
5470.62 25238.68
5474.14 25252.50
5474.64 25254.44
5478.17 25268.43
5478.67 25270.37
5482.19 25287.53
5482.69 25289.43
5486.22 25312.00
5486.72 25313.97
5490.23 25331.13
5490.74 25333.04
5494.25 25354.80
5494.75 25356.72
5498.27 25370.65
5498.77 25372.56
5502.29 25394.42
5502.80 25396.38
5506.32 25413.78
5506.82 25415.75
5510.34 25429.48
5510.85 25431.41
5514.35 25445.15
5514.85 25447.11
5518.38 25461.11
5518.89 25463.10
5522.40 25480.73
5522.90 25482.65
5526.43 25496.66
5527.91 25502.29
5530.46 25512.35
5530.96 25514.28
5534.46 25528.00
5534.96 25529.93
5538.49 25547.06
5540.95 25564.44
5542.51 25570.59
5543.01 25573.98
5546.54 25591.89
5547.04 25593.70
5550.56 25611.05
5551.06 25613.00
5554.59 25637.58
5555.09 25639.53
5558.61 25657.40
5561.07 25666.94
5562.63 25673.11
5563.13 25675.04
5566.66 25689.02
5567.17 25693.77
5570.68 25707.69
5571.18 25709.62
5574.70 25723.39
5575.21 25725.35
5578.73 25739.25
5579.24 25741.25
5582.75 25755.03
5583.25 25756.95
5586.77 25770.95
5587.27 25772.75
5590.79 25786.54
5591.29 25788.47
5594.81 25802.16
5595.32 25804.11
5598.84 25818.04
5599.34 25820.03
5602.87 25838.05
5603.37 25840.01
5606.88 25853.94
5607.38 25855.70
5610.92 25869.67
5611.43 25871.63
5614.94 25889.64
5615.44 25891.58
5618.96 25905.56
5619.46 25907.48
5622.99 25921.33
5623.50 25923.33
5627.01 25937.21
5627.51 25939.03
5631.05 25952.97
5631.55 25954.90
5635.07 25968.63
5635.57 25970.52
5639.09 25984.47
5641.21 25995.93
5643.12 26012.12
5643.62 26014.03
5647.15 26027.89
5647.65 26029.81
5651.18 26043.81
5651.69 26045.75
5655.20 26059.54
5655.70 26061.32
5659.22 26075.31
5659.72 26077.28
5663.24 26091.03
5663.75 26092.99
5667.25 26106.77
5667.76 26108.73
5671.28 26122.64
5671.78 26124.58
