Radio 1: TH=1.800000, ETX=1.200000, Esw=0.573049, Tsw=0.025000, Prb=0.940900, Eta=0.000087
Radio 2: TH=88.199997, ETX=1.500000, Esw=0.622521, Tsw=0.001000, Prb=0.532900, Eta=0.000039
Radio 3: TH=1656.199951, ETX=1.100000, Esw=0.380689, Tsw=0.729000, Prb=0.360000, Eta=0.000043
Radio 4: TH=288.799988, ETX=1.600000, Esw=0.264196, Tsw=0.049000, Prb=0.921600, Eta=0.000086
Radio 5: TH=768.799988, ETX=1.000000, Esw=0.811801, Tsw=0.576000, Prb=0.940900, Eta=0.000067
Radio 6: TH=33.799999, ETX=1.000000, Esw=0.000361, Tsw=0.081000, Prb=0.122500, Eta=0.000067
Radio 7: TH=12.800000, ETX=1.500000, Esw=0.399424, Tsw=0.676000, Prb=0.025600, Eta=0.000004
Radio 8: TH=1479.199951, ETX=1.500000, Esw=0.112225, Tsw=0.004000, Prb=0.883600, Eta=0.000094
Radio 9: TH=387.200012, ETX=1.100000, Esw=0.795664, Tsw=0.324000, Prb=0.160000, Eta=0.000040
Radio 10: TH=1805.000000, ETX=1.200000, Esw=0.774400, Tsw=0.625000, Prb=0.025600, Eta=0.000028
Radio 11: TH=744.200012, ETX=1.000000, Esw=0.459684, Tsw=0.121000, Prb=0.240100, Eta=0.000013
Radio 12: TH=1881.800049, ETX=1.700000, Esw=0.176400, Tsw=0.064000, Prb=0.000900, Eta=0.000035
Radio 13: TH=1377.800049, ETX=1.700000, Esw=0.986049, Tsw=0.784000, Prb=0.168100, Eta=0.000086
N = 2210	D = 0.80	RTS	29	0	0	105	0	0	0	0	0	102	284	454	1246	19	3.893	1
N = 2210	D = 0.80	GLP	14847	0	0	0	0	0	0	0	964	0	0	0	1246	0	1.075	1
N = 2210	D = 0.80	GnB	580	0	37	61	114	90	12	0	620	97	166	266	729	11	6.812	1
N = 2210	D = 0.84	RTS	25	0	0	165	0	0	0	0	0	0	349	313	1314	69	3.040	1
N = 2210	D = 0.84	GLP	14146	0	0	0	0	0	0	0	896	0	0	0	1314	0	1.029	1
N = 2210	D = 0.84	GnB	557	0	35	88	109	97	12	1	592	95	185	256	699	36	7.181	1
N = 2210	D = 0.88	RTS	25	0	0	225	0	0	0	0	0	0	414	71	1381	119	2.995	1
N = 2210	D = 0.88	GLP	12115	0	0	0	0	0	0	0	829	0	0	0	1381	0	0.984	1
N = 2210	D = 0.88	GnB	5	0	34	109	105	102	11	1	568	94	201	247	673	58	7.154	1
N = 2210	D = 0.92	RTS	117	0	0	114	0	0	0	0	0	0	479	0	1449	168	2.503	1
N = 2210	D = 0.92	GLP	7655	0	0	0	0	0	0	0	761	0	0	0	1449	0	0.937	1
N = 2210	D = 0.92	GnB	5	0	32	128	101	107	11	1	548	93	215	240	652	75	7.127	1
N = 2210	D = 0.96	RTS	14	0	0	0	0	0	0	0	0	0	544	0	1517	149	2.094	1
N = 2210	D = 0.96	GLP	7652	0	0	0	0	0	0	0	693	0	0	0	1517	0	0.891	1
N = 2210	D = 0.96	GnB	329	0	31	143	98	110	11	1	531	92	227	234	633	91	7.107	1
N = 2210	D = 1.00	RTS	13	0	0	0	0	0	0	0	0	0	609	0	1585	16	2.065	1
N = 2210	D = 1.00	GLP	7631	0	0	0	0	0	0	0	625	0	0	0	1585	0	0.845	1
