Radio 1: TH=12.800000, ETX=1.500000, Esw=0.842724, Tsw=0.324000, Prb=0.324900, Eta=0.000022
Radio 2: TH=1805.000000, ETX=1.300000, Esw=0.986049, Tsw=0.529000, Prb=0.032400, Eta=0.000040
Radio 3: TH=897.799988, ETX=1.700000, Esw=0.829921, Tsw=0.400000, Prb=0.250000, Eta=0.000063
Radio 4: TH=369.799988, ETX=1.300000, Esw=0.110224, Tsw=0.729000, Prb=0.184900, Eta=0.000072
Radio 5: TH=1095.199951, ETX=1.800000, Esw=0.200704, Tsw=0.324000, Prb=0.014400, Eta=0.000096
Radio 6: TH=145.800003, ETX=1.000000, Esw=0.552049, Tsw=0.225000, Prb=0.490000, Eta=0.000052
Radio 7: TH=871.200012, ETX=1.400000, Esw=0.416025, Tsw=0.324000, Prb=0.220900, Eta=0.000062
N = 1190	D = 0.80	RTS	11	0	440	0	0	469	0	281	1.816	1
N = 1190	D = 0.80	GLP	7206	0	440	0	0	469	0	281	1.816	1
N = 1190	D = 0.80	GnB	4	3	306	224	16	326	52	259	4.457	1
N = 1190	D = 0.84	RTS	11	0	505	0	0	508	0	177	1.793	1
N = 1190	D = 0.84	GLP	7324	0	505	0	0	508	0	177	1.793	1
N = 1190	D = 0.84	GnB	4	3	316	222	23	318	50	253	4.451	1
N = 1190	D = 0.88	RTS	9	0	570	0	0	548	0	72	1.769	1
N = 1190	D = 0.88	GLP	7625	0	570	0	0	548	0	72	1.769	1
N = 1190	D = 0.88	GnB	4	3	325	221	28	312	49	248	4.448	1
N = 1190	D = 0.92	RTS	9	0	635	0	0	555	0	0	1.334	1
N = 1190	D = 0.92	GLP	7275	0	635	0	0	555	0	0	1.334	1
N = 1190	D = 0.92	GnB	4	3	332	220	33	307	47	244	4.442	1
N = 1190	D = 0.96	RTS	9	0	700	0	0	490	0	0	1.327	1
N = 1190	D = 0.96	GLP	7218	0	0	0	66	626	0	498	1.052	1
N = 1190	D = 0.96	GnB	4	3	338	218	37	303	46	241	4.439	1
N = 1190	D = 1.00	RTS	8	0	765	0	0	425	0	0	1.319	1
N = 1190	D = 1.00	GLP	7131	0	0	0	0	666	0	524	0.919	1
N = 1190	D = 1.00	GnB	4	3	344	218	40	299	45	238	4.436	1
N = 1190	D = 1.04	RTS	8	0	830	0	0	360	0	0	1.312	1
N = 1190	D = 1.04	GLP	7085	0	0	0	0	705	0	485	0.913	1
N = 1190	D = 1.04	GnB	4	3	348	217	43	296	44	235	4.433	1
N = 1190	D = 1.08	RTS	8	0	895	0	0	295	0	0	1.304	1
N = 1190	D = 1.08	GLP	7143	0	0	0	0	745	0	445	0.907	1
N = 1190	D = 1.08	GnB	4	3	352	216	46	293	44	233	4.433	1
N = 1190	D = 1.12	RTS	9	0	960	0	0	230	0	0	1.297	1
N = 1190	D = 1.12	GLP	7220	0	0	0	0	784	0	406	0.901	1
N = 1190	D = 1.12	GnB	4	3	356	215	48	291	43	231	4.430	1
N = 1190	D = 1.16	RTS	9	0	1025	0	0	165	0	0	1.289	1
N = 1190	D = 1.16	GLP	7088	0	0	0	0	824	0	366	0.895	1
N = 1190	D = 1.16	GnB	4	3	359	215	50	288	43	229	4.430	1
N = 1190	D = 1.20	RTS	8	0	1090	0	0	100	0	0	1.282	1
N = 1190	D = 1.20	GLP	7482	0	0	0	0	863	0	327	0.888	1
N = 1190	D = 1.20	GnB	4	3	362	214	52	286	42	228	4.427	1
N = 1190	D = 1.24	RTS	9	0	1155	0	0	35	0	0	1.274	1
N = 1190	D = 1.24	GLP	7571	0	0	0	0	902	0	288	0.882	1
N = 1190	D = 1.24	GnB	4	3	364	214	53	285	42	226	4.427	1
N = 1190	D = 1.44	RTS	8	0	1190	0	0	0	0	0	1.069	1
N = 1190	D = 1.44	GLP	7347	0	0	0	90	1100	0	0	0.569	1
N = 1190	D = 1.44	GnB	4	3	374	212	59	278	40	221	4.420	1
N = 1512	D = 1.44	RTS	8	0	1479	0	0	33	0	0	1.296	1
N = 1512	D = 1.44	GLP	7294	0	0	0	0	1100	0	412	0.961	1
