Radio 1: TH=336.200012, ETX=1.700000, Esw=0.099225, Tsw=0.100000, Prb=0.476100, Eta=0.000016
Radio 2: TH=1620.000000, ETX=1.100000, Esw=0.281961, Tsw=0.900000, Prb=0.006400, Eta=0.000012
Radio 3: TH=1729.800049, ETX=1.600000, Esw=0.495616, Tsw=0.121000, Prb=0.000100, Eta=0.000075
N = 510	D = 0.80	RTS	15	0	0	510	0.557	1
N = 510	D = 0.80	GLP	10371	0	0	0	0.000	1
N = 510	D = 0.80	GnB	5	85	0	424	0.768	1
N = 510	D = 0.84	RTS	9	0	0	510	0.557	1
N = 510	D = 0.84	GLP	10372	0	0	0	0.000	1
N = 510	D = 0.84	GnB	5	85	0	424	0.768	1
N = 510	D = 0.88	RTS	10	0	0	510	0.557	1
N = 510	D = 0.88	GLP	10179	0	0	0	0.000	1
N = 510	D = 0.88	GnB	4	84	0	425	0.767	1
N = 510	D = 0.92	RTS	10	0	0	510	0.557	1
N = 510	D = 0.92	GLP	11517	0	0	510	0.557	1
N = 510	D = 0.92	GnB	5	83	9	417	1.047	1
N = 510	D = 0.96	RTS	9	0	0	510	0.557	1
N = 510	D = 0.96	GLP	11729	0	0	510	0.557	1
N = 510	D = 0.96	GnB	6	80	26	402	1.041	1
N = 510	D = 1.00	RTS	11	0	0	510	0.557	1
N = 510	D = 1.00	GLP	11454	0	0	510	0.557	1
N = 510	D = 1.00	GnB	5	77	41	390	1.035	1
N = 510	D = 1.04	RTS	10	0	0	510	0.557	1
N = 510	D = 1.04	GLP	11591	0	0	510	0.557	1
N = 510	D = 1.04	GnB	5	75	54	380	1.032	1
N = 510	D = 1.08	RTS	9	0	0	510	0.557	1
N = 510	D = 1.08	GLP	11731	0	0	510	0.557	1
N = 510	D = 1.08	GnB	5	73	65	371	1.028	1
N = 510	D = 1.12	RTS	9	0	0	510	0.557	1
N = 510	D = 1.12	GLP	11860	0	0	510	0.557	1
N = 510	D = 1.12	GnB	5	72	74	363	1.026	1
N = 510	D = 1.16	RTS	10	0	0	510	0.557	1
N = 510	D = 1.16	GLP	11833	0	0	510	0.557	1
N = 510	D = 1.16	GnB	4	70	83	355	1.022	1
N = 510	D = 1.20	RTS	9	0	0	510	0.557	1
N = 510	D = 1.20	GLP	11662	73	437	0	0.494	1
N = 510	D = 1.20	GnB	6	69	91	349	1.020	1
N = 510	D = 1.24	RTS	9	0	0	510	0.557	1
N = 510	D = 1.24	GLP	11757	15	495	0	0.411	1
N = 510	D = 1.24	GnB	5	68	97	343	1.018	1
N = 510	D = 1.44	RTS	7	0	510	0	0.291	1
N = 510	D = 1.44	GLP	11950	0	510	0	0.291	1
N = 510	D = 1.44	GnB	4	0	510	0	0.291	1
N = 648	D = 1.44	RTS	7	0	648	0	0.293	1
N = 648	D = 1.44	GLP	11710	0	648	0	0.293	1
N = 648	D = 1.44	GnB	4	0	648	0	0.293	1
N = 786	D = 1.44	RTS	8	0	786	0	0.295	1
N = 786	D = 1.44	GLP	11649	0	786	0	0.295	1
N = 786	D = 1.44	GnB	4	0	786	0	0.295	1
N = 924	D = 1.44	RTS	10	0	0	924	0.607	1
N = 924	D = 1.44	GLP	11958	0	0	924	0.607	1
N = 924	D = 1.44	GnB	5	115	224	584	1.117	1
N = 1062	D = 1.44	RTS	9	0	0	1062	0.623	1
N = 1062	D = 1.44	GLP	12011	0	0	1062	0.623	1
N = 1062	D = 1.44	GnB	5	132	257	671	1.152	1
N = 1200	D = 1.44	RTS	9	0	0	1200	0.640	1
N = 1200	D = 1.44	GLP	11822	0	0	1200	0.640	1
N = 1200	D = 1.44	GnB	4	149	291	759	1.188	1
N = 1338	D = 1.44	RTS	9	0	0	1338	0.656	1
N = 1338	D = 1.44	GLP	11740	0	0	1338	0.656	1
N = 1338	D = 1.44	GnB	5	167	324	846	1.225	1
N = 1476	D = 1.44	RTS	10	0	0	1476	0.673	1
N = 1476	D = 1.44	GLP	11610	0	0	1476	0.673	1
N = 1476	D = 1.44	GnB	4	184	357	933	1.261	1
N = 1614	D = 1.44	RTS	9	0	0	1614	0.689	1
N = 1614	D = 1.44	GLP	11447	0	0	1614	0.689	1
N = 1614	D = 1.44	GnB	5	201	391	1020	1.296	1
N = 1752	D = 1.44	RTS	9	0	0	1752	0.706	1
N = 1752	D = 1.44	GLP	11336	0	0	1752	0.706	1
N = 1752	D = 1.44	GnB	5	218	424	1108	1.332	1
N = 1890	D = 1.44	RTS	11	0	0	1890	0.723	1
N = 1890	D = 1.44	GLP	11634	0	0	1890	0.723	1
N = 1890	D = 1.44	GnB	6	236	458	1195	1.369	1
N = 2028	D = 1.44	RTS	10	0	0	2028	0.739	1
N = 2028	D = 1.44	GLP	11571	0	0	2028	0.739	1
N = 2028	D = 1.44	GnB	5	253	491	1282	1.404	1
