Radio 1: TH=1584.199951, ETX=1.300000, Esw=0.473344, Tsw=0.324000, Prb=0.184900, Eta=0.000041
Radio 2: TH=88.199997, ETX=1.700000, Esw=0.096100, Tsw=0.081000, Prb=0.000100, Eta=0.000031
Radio 3: TH=168.199997, ETX=1.400000, Esw=0.037249, Tsw=0.004000, Prb=0.705600, Eta=0.000035
Radio 4: TH=33.799999, ETX=1.100000, Esw=0.085849, Tsw=0.081000, Prb=0.372100, Eta=0.000095
Radio 5: TH=1692.800049, ETX=1.400000, Esw=0.384400, Tsw=0.036000, Prb=0.409600, Eta=0.000050
Radio 6: TH=39.200001, ETX=1.100000, Esw=0.263169, Tsw=0.121000, Prb=0.828100, Eta=0.000007
N = 1020	D = 0.80	RTS	10	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.80	GLP	6713	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.80	GnB	4	335	28	59	10	574	11	2.172	1
N = 1020	D = 0.84	RTS	8	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.84	GLP	6638	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.84	GnB	3	341	27	58	10	568	11	2.166	1
N = 1020	D = 0.88	RTS	7	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.88	GLP	6805	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.88	GnB	3	347	27	58	10	563	11	2.166	1
N = 1020	D = 0.92	RTS	7	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.92	GLP	6731	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.92	GnB	5	352	27	57	10	559	11	2.161	1
N = 1020	D = 0.96	RTS	7	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.96	GLP	8222	0	0	0	0	1020	0	0.703	1
N = 1020	D = 0.96	GnB	3	357	27	57	10	555	11	2.161	1
N = 1020	D = 1.00	RTS	7	0	0	0	0	1020	0	0.703	1
N = 1020	D = 1.00	GLP	7235	0	0	0	0	1020	0	0.703	1
