N = 2832	D = 1.44	RTS	10	25	0	1419	0	522	0	866	0	2.179	1
N = 2832	D = 1.44	GLP	7120	0	1095	0	0	522	0	866	349	1.688	1
N = 2832	D = 1.44	GnB	5	489	829	666	2	245	26	406	164	3.873	1
N = 3200	D = 1.44	RTS	10	393	0	1419	0	522	0	866	0	2.328	1
N = 3200	D = 1.44	GLP	7103	0	1463	0	0	522	0	866	349	1.910	1
N = 3200	D = 1.44	GnB	5	553	937	753	3	277	29	459	185	4.053	1
N = 3568	D = 1.44	RTS	11	761	0	1419	0	522	0	866	0	2.477	1
N = 3568	D = 1.44	GLP	7561	1043	788	0	0	522	0	866	349	2.328	1
N = 3568	D = 1.44	GnB	5	617	1044	839	3	309	33	512	207	4.217	1
N = 3936	D = 1.44	RTS	10	1043	0	1419	0	522	0	866	86	2.642	1
N = 3936	D = 1.44	GLP	7391	1043	1156	0	0	522	0	866	349	2.550	1
N = 3936	D = 1.44	GnB	5	681	1152	926	3	341	36	565	228	4.373	1
N = 4304	D = 1.44	RTS	10	1043	105	1419	0	522	0	866	349	3.043	1
N = 4304	D = 1.44	GLP	7161	1043	1524	0	0	522	0	866	349	2.772	1
N = 4304	D = 1.44	GnB	4	744	1260	1013	4	372	40	618	249	4.560	1
N = 4672	D = 1.44	RTS	10	1043	473	1419	0	522	0	866	349	3.265	1
N = 4672	D = 1.44	GLP	7048	0	1516	1419	0	522	0	866	349	3.070	1
N = 4672	D = 1.44	GnB	4	808	1368	1099	4	404	43	671	271	4.717	1
N = 5040	D = 1.44	RTS	10	1043	841	1419	0	522	0	866	349	3.487	1
N = 5040	D = 1.44	GLP	6965	1043	841	1419	0	522	0	866	349	3.487	1
N = 5040	D = 1.44	GnB	4	872	1475	1186	5	436	47	724	292	4.904	1
N = 5408	D = 1.44	RTS	11	1043	1209	1419	0	522	0	866	349	3.709	1
N = 5408	D = 1.44	GLP	6961	1043	1209	1419	0	522	0	866	349	3.709	1
N = 5408	D = 1.44	GnB	4	935	1583	1272	5	468	50	777	313	5.060	1
