Radio 1: TH=649.799988, ETX=1.100000, Esw=0.883600, Tsw=0.900000, Prb=0.435600, Eta=0.000022
Radio 2: TH=0.200000, ETX=1.000000, Esw=0.301401, Tsw=0.289000, Prb=0.078400, Eta=0.000020
Radio 3: TH=1960.199951, ETX=1.800000, Esw=0.017956, Tsw=0.121000, Prb=0.006400, Eta=0.000045
Radio 4: TH=3.200000, ETX=1.700000, Esw=0.150544, Tsw=0.144000, Prb=0.057600, Eta=0.000056
Radio 5: TH=1767.199951, ETX=1.800000, Esw=0.777924, Tsw=0.049000, Prb=0.052900, Eta=0.000045
Radio 6: TH=540.799988, ETX=1.900000, Esw=0.404496, Tsw=0.121000, Prb=0.260100, Eta=0.000053
Radio 7: TH=819.200012, ETX=1.000000, Esw=0.070225, Tsw=0.004000, Prb=0.036100, Eta=0.000092
Radio 8: TH=192.199997, ETX=1.600000, Esw=0.534361, Tsw=0.729000, Prb=0.624100, Eta=0.000090
Radio 9: TH=33.799999, ETX=1.100000, Esw=0.043681, Tsw=0.400000, Prb=0.062500, Eta=0.000032
N = 1530	D = 0.80	RTS	13	0	0	1197	0	333	0	0	0	0	0.934	1
N = 1530	D = 0.80	GLP	6615	0	0	0	0	0	0	0	0	0	0.000	1
N = 1530	D = 0.80	GnB	4	0	0	549	0	547	151	269	5	5	2.106	1
N = 1530	D = 0.84	RTS	97	0	0	1268	0	262	0	0	0	0	0.932	1
N = 1530	D = 0.84	GLP	6435	0	0	0	0	0	0	0	0	0	0.000	1
N = 1530	D = 0.84	GnB	4	0	0	550	0	545	151	267	8	5	2.116	1
N = 1530	D = 0.88	RTS	97	0	0	1339	0	191	0	0	0	0	0.930	1
N = 1530	D = 0.88	GLP	6059	0	0	0	0	0	0	0	0	0	0.000	1
N = 1530	D = 0.88	GnB	350	0	0	550	0	543	151	265	10	6	2.124	1
N = 1530	D = 0.92	RTS	102	0	0	1409	0	121	0	0	0	0	0.928	1
N = 1530	D = 0.92	GLP	7690	0	0	1409	0	0	0	121	0	0	0.223	1
N = 1530	D = 0.92	GnB	336	4	0	549	0	540	151	263	12	6	3.017	1
N = 1530	D = 0.96	RTS	109	0	0	1480	0	50	0	0	0	0	0.926	1
N = 1530	D = 0.96	GLP	7963	0	0	1480	0	0	0	50	0	0	0.220	1
N = 1530	D = 0.96	GnB	322	12	0	547	0	535	151	260	14	6	3.028	1
N = 1530	D = 1.00	RTS	7	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.00	GLP	7299	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.00	GnB	3	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.04	RTS	20	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.04	GLP	7037	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.04	GnB	337	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.08	RTS	7	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.08	GLP	7236	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.08	GnB	3	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.12	RTS	7	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.12	GLP	7200	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.12	GnB	332	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.16	RTS	92	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.16	GLP	7324	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.16	GnB	3	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.20	RTS	7	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.20	GLP	7031	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.20	GnB	318	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.24	RTS	6	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.24	GLP	7159	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.24	GnB	2	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.44	RTS	7	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.44	GLP	7107	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1530	D = 1.44	GnB	3	0	0	1530	0	0	0	0	0	0	0.147	1
N = 1944	D = 1.44	RTS	7	0	0	1944	0	0	0	0	0	0	0.182	1
N = 1944	D = 1.44	GLP	6974	0	0	1944	0	0	0	0	0	0	0.182	1
N = 1944	D = 1.44	GnB	346	0	0	1944	0	0	0	0	0	0	0.182	1
N = 2358	D = 1.44	RTS	10	0	0	2326	0	32	0	0	0	0	0.995	1
N = 2358	D = 1.44	GLP	7356	0	0	2326	0	0	0	32	0	0	0.289	1
N = 2358	D = 1.44	GnB	4	110	0	817	1	776	225	371	43	11	3.480	1
N = 2772	D = 1.44	RTS	10	0	0	2326	0	446	0	0	0	0	1.041	1
N = 2772	D = 1.44	GLP	7254	0	0	2326	0	0	0	446	0	0	0.345	1
N = 2772	D = 1.44	GnB	4	130	0	960	1	913	265	437	50	13	3.581	1
N = 3186	D = 1.44	RTS	10	0	0	2326	0	860	0	0	0	0	1.087	1
N = 3186	D = 1.44	GLP	7197	0	0	2326	0	0	0	860	0	0	0.401	1
N = 3186	D = 1.44	GnB	360	149	0	1104	1	1049	304	502	58	15	3.684	1
N = 3600	D = 1.44	RTS	10	0	0	2326	0	1274	0	0	0	0	1.133	1
N = 3600	D = 1.44	GLP	7364	0	0	2326	0	0	216	1058	0	0	0.958	1
N = 3600	D = 1.44	GnB	4	169	0	1247	2	1186	344	567	65	16	3.801	1
N = 4014	D = 1.44	RTS	10	0	0	2326	0	1688	0	0	0	0	1.179	1
N = 4014	D = 1.44	GLP	7396	0	0	2326	0	1688	0	0	0	0	1.179	1
N = 4014	D = 1.44	GnB	4	188	0	1391	2	1322	383	632	73	18	3.904	1
N = 4428	D = 1.44	RTS	10	0	0	2326	0	2102	0	0	0	0	1.225	1
N = 4428	D = 1.44	GLP	7380	0	0	2326	0	2102	0	0	0	0	1.225	1
N = 4428	D = 1.44	GnB	4	208	0	1534	2	1459	423	698	81	20	4.008	1
N = 4842	D = 1.44	RTS	10	0	0	2326	0	2212	0	304	0	0	1.349	1
N = 4842	D = 1.44	GLP	7160	0	0	2326	0	2212	0	304	0	0	1.349	1
N = 4842	D = 1.44	GnB	4	227	0	1678	2	1595	462	763	88	22	4.107	1
N = 5256	D = 1.44	RTS	10	0	0	2326	0	2212	0	718	0	0	1.405	1
N = 5256	D = 1.44	GLP	6981	0	0	2326	0	2212	0	718	0	0	1.405	1
N = 5256	D = 1.44	GnB	4	247	0	1821	2	1731	502	828	96	24	4.211	1
N = 5670	D = 1.44	RTS	10	0	0	2326	0	2212	74	1058	0	0	1.899	1
N = 5670	D = 1.44	GLP	7599	0	0	2326	0	2212	74	1058	0	0	1.899	1
N = 5670	D = 1.44	GnB	4	266	0	1965	3	1868	542	894	103	26	4.330	1
N = 6084	D = 1.44	RTS	10	0	0	2326	0	2212	488	1058	0	0	2.140	1
N = 6084	D = 1.44	GLP	6970	0	0	2326	0	2212	488	1058	0	0	2.140	1
N = 6084	D = 1.44	GnB	4	286	0	2108	3	2004	581	959	111	28	4.433	1
