Radio 1: TH=96.800003, ETX=1.900000, Esw=0.502681, Tsw=0.144000, Prb=0.022500, Eta=0.000017
Radio 2: TH=768.799988, ETX=1.900000, Esw=0.519841, Tsw=0.196000, Prb=1.000000, Eta=0.000027
Radio 3: TH=1656.199951, ETX=1.200000, Esw=0.049284, Tsw=0.529000, Prb=0.090000, Eta=0.000080
Radio 4: TH=1248.199951, ETX=1.600000, Esw=0.093636, Tsw=0.036000, Prb=0.220900, Eta=0.000084
Radio 5: TH=125.000000, ETX=1.500000, Esw=0.018496, Tsw=0.361000, Prb=0.756900, Eta=0.000011
Radio 6: TH=1344.800049, ETX=1.900000, Esw=0.116281, Tsw=0.441000, Prb=0.260100, Eta=0.000007
N = 1020	D = 0.80	RTS	19	57	0	403	126	0	434	0.967	1
N = 1020	D = 0.80	GLP	12530	0	0	403	617	0	0	0.396	1
N = 1020	D = 0.80	GnB	6	26	191	185	394	22	199	1.891	1
N = 1020	D = 0.84	RTS	15	60	0	463	15	0	482	0.952	1
N = 1020	D = 0.84	GLP	12309	0	0	463	557	0	0	0.386	1
N = 1020	D = 0.84	GnB	6	25	188	196	382	22	204	1.885	1
N = 1020	D = 0.88	RTS	15	0	0	523	0	0	497	0.347	1
N = 1020	D = 0.88	GLP	12813	0	0	523	0	0	497	0.347	1
N = 1020	D = 0.88	GnB	6	25	185	205	372	22	208	1.880	1
N = 1020	D = 0.92	RTS	14	0	0	582	0	0	438	0.344	1
N = 1020	D = 0.92	GLP	12912	0	0	582	0	0	438	0.344	1
N = 1020	D = 0.92	GnB	6	24	183	213	363	23	212	1.883	1
N = 1020	D = 0.96	RTS	14	0	0	642	378	0	0	0.357	1
N = 1020	D = 0.96	GLP	12735	0	0	642	0	0	378	0.340	1
N = 1020	D = 0.96	GnB	6	24	181	220	355	23	215	1.879	1
N = 1020	D = 1.00	RTS	15	0	0	702	318	0	0	0.347	1
N = 1020	D = 1.00	GLP	13444	0	0	702	0	0	318	0.337	1
N = 1020	D = 1.00	GnB	7	24	179	226	349	23	218	1.876	1
N = 1020	D = 1.04	RTS	14	0	0	761	259	0	0	0.338	1
N = 1020	D = 1.04	GLP	12945	0	0	761	0	0	259	0.334	1
N = 1020	D = 1.04	GnB	6	23	177	231	343	23	220	1.872	1
N = 1020	D = 1.08	RTS	14	0	0	821	199	0	0	0.328	1
N = 1020	D = 1.08	GLP	10457	0	0	821	199	0	0	0.328	1
N = 1020	D = 1.08	GnB	3	23	176	236	337	23	222	1.870	1
N = 1020	D = 1.12	RTS	9	0	0	880	140	0	0	0.319	1
N = 1020	D = 1.12	GLP	7332	0	0	880	140	0	0	0.319	1
N = 1020	D = 1.12	GnB	4	23	174	240	332	23	224	1.867	1
N = 1020	D = 1.16	RTS	9	0	0	940	80	0	0	0.309	1
N = 1020	D = 1.16	GLP	6969	0	0	940	80	0	0	0.309	1
N = 1020	D = 1.16	GnB	3	23	173	244	328	23	226	1.865	1
N = 1020	D = 1.20	RTS	10	0	0	1000	20	0	0	0.299	1
N = 1020	D = 1.20	GLP	7290	0	0	1000	20	0	0	0.299	1
N = 1020	D = 1.20	GnB	4	22	172	248	324	23	228	1.864	1
N = 1020	D = 1.24	RTS	7	0	0	1020	0	0	0	0.203	1
N = 1020	D = 1.24	GLP	6989	0	0	1020	0	0	0	0.203	1
N = 1020	D = 1.24	GnB	3	0	0	1020	0	0	0	0.203	1
N = 1020	D = 1.44	RTS	6	0	0	1020	0	0	0	0.203	1
N = 1020	D = 1.44	GLP	6621	0	0	1020	0	0	0	0.203	1
N = 1020	D = 1.44	GnB	3	0	0	1020	0	0	0	0.203	1
N = 1296	D = 1.44	RTS	6	0	0	1296	0	0	0	0.244	1
N = 1296	D = 1.44	GLP	6763	0	0	1296	0	0	0	0.244	1
N = 1296	D = 1.44	GnB	3	0	0	1296	0	0	0	0.244	1
N = 1572	D = 1.44	RTS	9	0	0	1357	215	0	0	0.414	1
N = 1572	D = 1.44	GLP	7020	0	0	1357	215	0	0	0.414	1
N = 1572	D = 1.44	GnB	4	33	258	407	473	36	362	2.160	1
N = 1848	D = 1.44	RTS	9	0	0	1357	0	0	491	0.471	1
N = 1848	D = 1.44	GLP	7204	0	0	1357	0	0	491	0.471	1
N = 1848	D = 1.44	GnB	4	39	303	478	556	42	426	2.308	1
N = 2124	D = 1.44	RTS	10	0	0	1357	0	0	767	0.528	1
N = 2124	D = 1.44	GLP	6930	0	0	1357	0	0	767	0.528	1
N = 2124	D = 1.44	GnB	4	45	348	550	639	49	490	2.463	1
N = 2400	D = 1.44	RTS	9	0	0	1357	0	0	1043	0.585	1
N = 2400	D = 1.44	GLP	7032	0	0	1357	0	0	1043	0.585	1
N = 2400	D = 1.44	GnB	4	51	394	622	722	55	553	2.613	1
N = 2676	D = 1.44	RTS	9	110	0	1357	0	0	1209	1.151	1
N = 2676	D = 1.44	GLP	7017	0	0	1357	110	0	1209	0.747	1
N = 2676	D = 1.44	GnB	4	57	439	693	805	61	617	2.762	1
N = 2952	D = 1.44	RTS	9	112	0	1357	274	0	1209	1.331	1
N = 2952	D = 1.44	GLP	6903	0	0	1357	386	0	1209	0.833	1
N = 2952	D = 1.44	GnB	4	63	484	765	888	68	681	2.916	1
N = 3228	D = 1.44	RTS	9	112	0	1357	550	0	1209	1.417	1
N = 3228	D = 1.44	GLP	7011	0	0	1357	662	0	1209	0.919	1
N = 3228	D = 1.44	GnB	4	69	530	836	971	74	744	3.066	1
N = 3504	D = 1.44	RTS	9	112	0	1357	826	0	1209	1.503	1
N = 3504	D = 1.44	GLP	6775	0	0	1357	938	0	1209	1.005	1
N = 3504	D = 1.44	GnB	4	75	575	908	1054	81	808	3.221	1
N = 3780	D = 1.44	RTS	8	112	0	1357	1102	0	1209	1.589	1
N = 3780	D = 1.44	GLP	6715	0	0	1357	1214	0	1209	1.091	1
N = 3780	D = 1.44	GnB	3	81	621	979	1137	87	872	3.371	1
N = 4056	D = 1.44	RTS	9	112	0	1357	1378	0	1209	1.675	1
N = 4056	D = 1.44	GLP	6662	0	0	1357	1490	0	1209	1.177	1
N = 4056	D = 1.44	GnB	4	87	666	1051	1221	93	936	3.520	1
