Radio 1: TH=924.799988, ETX=1.200000, Esw=0.011664, Tsw=0.256000, Prb=0.250000, Eta=0.000095
Radio 2: TH=135.199997, ETX=1.000000, Esw=0.054756, Tsw=0.625000, Prb=0.921600, Eta=0.000022
Radio 3: TH=952.200012, ETX=1.000000, Esw=0.000081, Tsw=0.324000, Prb=0.688900, Eta=0.000024
Radio 4: TH=72.199997, ETX=1.200000, Esw=0.429025, Tsw=0.576000, Prb=0.025600, Eta=0.000079
Radio 5: TH=1843.199951, ETX=1.800000, Esw=0.028900, Tsw=0.025000, Prb=0.036100, Eta=0.000009
Radio 6: TH=480.200012, ETX=1.700000, Esw=0.508369, Tsw=0.081000, Prb=0.547600, Eta=0.000062
Radio 7: TH=1.800000, ETX=1.000000, Esw=0.508369, Tsw=0.729000, Prb=0.002500, Eta=0.000008
N = 1190	D = 0.80	RTS	16	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.80	GLP	12949	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.80	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.84	RTS	13	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.84	GLP	12683	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.84	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.88	RTS	12	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.88	GLP	12414	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.88	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.92	RTS	12	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.92	GLP	12728	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.92	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.96	RTS	11	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.96	GLP	12555	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 0.96	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.00	RTS	11	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.00	GLP	12413	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.00	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.04	RTS	12	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.04	GLP	12626	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.04	GnB	4	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.08	RTS	12	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.08	GLP	12401	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.08	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.12	RTS	12	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.12	GLP	12906	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.12	GnB	4	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.16	RTS	11	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.16	GLP	12523	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.16	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.20	RTS	12	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.20	GLP	12376	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.20	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.24	RTS	11	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.24	GLP	13310	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.24	GnB	4	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.44	RTS	11	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.44	GLP	12584	0	0	0	0	1190	0	0	0.071	1
N = 1190	D = 1.44	GnB	5	0	0	0	0	1190	0	0	0.071	1
N = 1512	D = 1.44	RTS	12	0	0	0	0	1512	0	0	0.083	1
N = 1512	D = 1.44	GLP	20036	0	0	0	0	1512	0	0	0.083	1
N = 1512	D = 1.44	GnB	3	0	0	0	0	1512	0	0	0.083	1
N = 1834	D = 1.44	RTS	6	0	0	0	0	1834	0	0	0.095	1
N = 1834	D = 1.44	GLP	7058	0	0	0	0	1834	0	0	0.095	1
