Radio 1: TH=1692.800049, ETX=1.700000, Esw=0.746496, Tsw=0.100000, Prb=0.211600, Eta=0.000038
Radio 2: TH=1920.800049, ETX=1.900000, Esw=0.062500, Tsw=0.009000, Prb=0.372100, Eta=0.000048
N = 184	D = 0.60	RTS	12	0	184	0.115	1
N = 184	D = 0.60	GLP	11993	0	184	0.115	1
N = 184	D = 0.60	GnB	4	0	184	0.115	1
N = 184	D = 0.64	RTS	7	0	184	0.115	1
N = 184	D = 0.64	GLP	11511	0	184	0.115	1
N = 184	D = 0.64	GnB	538	0	184	0.115	1
N = 184	D = 0.68	RTS	195	0	184	0.115	1
N = 184	D = 0.68	GLP	11918	0	184	0.115	1
N = 184	D = 0.68	GnB	3	0	184	0.115	1
N = 184	D = 0.72	RTS	7	0	184	0.115	1
N = 184	D = 0.72	GLP	11745	0	184	0.115	1
N = 184	D = 0.72	GnB	4	0	184	0.115	1
N = 184	D = 0.76	RTS	8	0	184	0.115	1
N = 184	D = 0.76	GLP	13426	0	184	0.115	1
N = 184	D = 0.76	GnB	4	0	184	0.115	1
N = 184	D = 0.80	RTS	7	0	184	0.115	1
N = 184	D = 0.80	GLP	13395	0	184	0.115	1
N = 184	D = 0.80	GnB	4	0	184	0.115	1
N = 184	D = 0.84	RTS	7	0	184	0.115	1
N = 184	D = 0.84	GLP	11451	0	184	0.115	1
N = 184	D = 0.84	GnB	4	0	184	0.115	1
N = 184	D = 0.88	RTS	7	0	184	0.115	1
N = 184	D = 0.88	GLP	12873	0	184	0.115	1
N = 184	D = 0.88	GnB	4	0	184	0.115	1
N = 184	D = 0.92	RTS	7	0	184	0.115	1
N = 184	D = 0.92	GLP	13096	0	184	0.115	1
N = 184	D = 0.92	GnB	4	0	184	0.115	1
N = 184	D = 0.96	RTS	7	0	184	0.115	1
N = 184	D = 0.96	GLP	11801	0	184	0.115	1
N = 184	D = 0.96	GnB	3	0	184	0.115	1
N = 184	D = 1.00	RTS	7	0	184	0.115	1
N = 184	D = 1.00	GLP	11600	0	184	0.115	1
N = 184	D = 1.00	GnB	4	0	184	0.115	1
N = 184	D = 1.04	RTS	7	0	184	0.115	1
N = 184	D = 1.04	GLP	11441	0	184	0.115	1
N = 184	D = 1.04	GnB	4	0	184	0.115	1
N = 340	D = 1.44	RTS	7	0	340	0.159	1
N = 340	D = 1.44	GLP	11353	0	340	0.159	1
N = 340	D = 1.44	GnB	4	0	340	0.159	1
N = 432	D = 1.44	RTS	7	0	432	0.186	1
N = 432	D = 1.44	GLP	8906	0	432	0.186	1
N = 432	D = 1.44	GnB	2	0	432	0.186	1
N = 524	D = 1.44	RTS	4	0	524	0.212	1
N = 524	D = 1.44	GLP	6340	0	524	0.212	1
N = 524	D = 1.44	GnB	2	0	524	0.212	1
N = 616	D = 1.44	RTS	4	0	616	0.238	1
N = 616	D = 1.44	GLP	6280	0	616	0.238	1
N = 616	D = 1.44	GnB	2	0	616	0.238	1
N = 708	D = 1.44	RTS	4	0	708	0.264	1
N = 708	D = 1.44	GLP	6314	0	708	0.264	1
N = 708	D = 1.44	GnB	3	0	708	0.264	1
N = 800	D = 1.44	RTS	4	0	800	0.290	1
N = 800	D = 1.44	GLP	6205	0	800	0.290	1
N = 800	D = 1.44	GnB	2	0	800	0.290	1
N = 892	D = 1.44	RTS	4	0	892	0.317	1
N = 892	D = 1.44	GLP	6538	0	892	0.317	1
N = 892	D = 1.44	GnB	2	0	892	0.317	1
N = 984	D = 1.44	RTS	4	0	984	0.343	1
N = 984	D = 1.44	GLP	6778	0	984	0.343	1
N = 984	D = 1.44	GnB	2	0	984	0.343	1
N = 1076	D = 1.44	RTS	4	0	1076	0.369	1
N = 1076	D = 1.44	GLP	6486	0	1076	0.369	1
N = 1076	D = 1.44	GnB	2	0	1076	0.369	1
N = 1168	D = 1.44	RTS	6	0	1168	0.395	1
N = 1168	D = 1.44	GLP	6710	0	1168	0.395	1
N = 1168	D = 1.44	GnB	2	0	1168	0.395	1
N = 1260	D = 1.44	RTS	4	0	1260	0.422	1
N = 1260	D = 1.44	GLP	6676	0	1260	0.422	1
N = 1260	D = 1.44	GnB	2	0	1260	0.422	1
N = 1352	D = 1.44	RTS	5	0	1352	0.448	1
N = 1352	D = 1.44	GLP	6349	0	1352	0.448	1
N = 1352	D = 1.44	GnB	2	0	1352	0.448	1
