Radio 1: TH=1280.000000, ETX=1.500000, Esw=0.164836, Tsw=0.729000, Prb=0.090000, Eta=0.000086
Radio 2: TH=24.200001, ETX=1.600000, Esw=0.228484, Tsw=0.289000, Prb=0.184900, Eta=0.000055
Radio 3: TH=1656.199951, ETX=1.900000, Esw=0.072900, Tsw=0.361000, Prb=0.168100, Eta=0.000050
Radio 4: TH=1584.199951, ETX=1.400000, Esw=0.400689, Tsw=0.900000, Prb=0.144400, Eta=0.000041
Radio 5: TH=845.000000, ETX=1.200000, Esw=0.602176, Tsw=0.289000, Prb=0.044100, Eta=0.000020
Radio 6: TH=156.800003, ETX=1.100000, Esw=0.635209, Tsw=0.529000, Prb=0.960400, Eta=0.000027
Radio 7: TH=64.800003, ETX=1.900000, Esw=0.552049, Tsw=0.064000, Prb=0.476100, Eta=0.000037
Radio 8: TH=0.800000, ETX=1.800000, Esw=0.209764, Tsw=0.169000, Prb=0.792100, Eta=0.000051
Radio 9: TH=1036.800049, ETX=1.600000, Esw=0.390625, Tsw=0.576000, Prb=0.006400, Eta=0.000062
Radio 10: TH=1881.800049, ETX=1.100000, Esw=0.030976, Tsw=0.196000, Prb=0.260100, Eta=0.000097
Radio 11: TH=387.200012, ETX=1.700000, Esw=0.719104, Tsw=0.900000, Prb=0.396900, Eta=0.000098
Radio 12: TH=871.200012, ETX=1.100000, Esw=0.734449, Tsw=0.900000, Prb=0.624100, Eta=0.000025
Radio 13: TH=1881.800049, ETX=1.100000, Esw=0.055225, Tsw=0.196000, Prb=0.291600, Eta=0.000023
Radio 14: TH=627.200012, ETX=1.600000, Esw=0.203401, Tsw=0.484000, Prb=0.108900, Eta=0.000059
Radio 15: TH=1729.800049, ETX=1.800000, Esw=0.232324, Tsw=0.441000, Prb=0.270400, Eta=0.000032
Radio 16: TH=57.799999, ETX=1.600000, Esw=0.580644, Tsw=0.036000, Prb=0.152100, Eta=0.000024
N = 2720	D = 0.80	RTS	34	81	0	654	0	388	0	0	0	209	0	0	0	1022	0	366	0	1.977	1
N = 2720	D = 0.80	GLP	12404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2720	D = 0.80	GnB	11	52	7	418	0	248	24	27	0	133	654	0	0	654	114	357	25	4.728	1
N = 2720	D = 0.84	RTS	30	127	0	713	0	419	0	0	0	246	0	0	0	1090	0	125	0	1.965	1
N = 2720	D = 0.84	GLP	12248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2720	D = 0.84	GnB	11	74	7	417	0	244	25	26	0	143	637	0	0	637	117	363	24	4.724	1
N = 2720	D = 0.88	RTS	29	173	0	657	0	449	0	0	0	283	0	0	0	1158	0	0	0	1.722	1
N = 2720	D = 0.88	GLP	12237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2720	D = 0.88	GnB	11	93	6	415	0	241	26	25	0	152	622	0	0	622	120	367	23	4.712	1
N = 2720	D = 0.92	RTS	29	220	0	447	28	479	0	0	0	320	0	0	0	1226	0	0	0	2.114	1
N = 2720	D = 0.92	GLP	15296	0	0	833	0	0	0	0	0	0	661	0	0	1226	0	0	0	0.706	1
N = 2720	D = 0.92	GnB	11	108	6	410	14	236	27	24	0	158	604	3	7	604	121	367	22	6.568	1
N = 2720	D = 0.96	RTS	29	266	0	208	85	510	0	0	0	358	0	0	0	1293	0	0	0	2.103	1
N = 2720	D = 0.96	GLP	16402	0	0	892	0	0	0	0	0	0	535	0	0	1293	0	0	0	0.698	1
N = 2720	D = 0.96	GnB	10	120	6	403	38	230	27	23	0	161	584	9	21	584	121	364	21	6.570	1
N = 2720	D = 1.00	RTS	29	282	0	0	142	540	0	0	0	395	0	0	0	1361	0	0	0	2.019	1
N = 2720	D = 1.00	GLP	14945	0	0	0	0	0	0	0	0	0	1359	0	0	1361	0	0	0	0.664	1
N = 2720	D = 1.00	GnB	11	130	6	396	59	225	27	22	0	164	567	14	32	567	121	362	20	6.571	1
N = 2720	D = 1.04	RTS	29	89	0	0	199	571	0	0	0	432	0	0	0	1429	0	0	0	2.007	1
N = 2720	D = 1.04	GLP	16708	0	0	0	0	0	0	0	0	0	1291	0	0	1429	0	0	0	0.660	1
N = 2720	D = 1.04	GnB	11	138	6	391	77	220	27	22	0	167	552	18	42	552	121	360	20	6.579	1
N = 2720	D = 1.08	RTS	28	0	0	0	256	601	0	0	0	470	0	0	0	1393	0	0	0	1.833	1
N = 2720	D = 1.08	GLP	17105	0	0	0	0	0	0	0	0	0	1223	0	0	1497	0	0	0	0.656	1
N = 2720	D = 1.08	GnB	10	145	6	386	92	216	28	21	0	169	539	22	50	539	121	358	19	6.583	1
N = 2720	D = 1.12	RTS	29	0	0	0	313	631	0	0	0	507	0	0	0	1269	0	0	0	1.825	1
N = 2720	D = 1.12	GLP	16868	0	0	0	0	0	0	0	0	0	1156	0	0	1564	0	0	0	0.651	1
N = 2720	D = 1.12	GnB	11	152	6	382	105	213	28	20	0	171	528	25	58	528	121	357	19	6.582	1
N = 2720	D = 1.16	RTS	30	0	0	0	370	662	0	0	0	544	0	0	0	1144	0	0	0	1.818	1
N = 2720	D = 1.16	GLP	15085	0	0	1088	0	0	0	0	0	0	0	0	0	1632	0	0	0	0.636	1
N = 2720	D = 1.16	GnB	11	157	6	378	117	210	28	20	0	173	518	28	64	518	121	355	18	6.585	1
N = 2720	D = 1.20	RTS	29	0	0	0	427	692	0	0	0	582	0	0	0	1019	0	0	0	1.810	1
N = 2720	D = 1.20	GLP	15595	0	0	1020	0	0	0	0	0	0	0	0	0	1700	0	0	0	0.635	1
N = 2720	D = 1.20	GnB	11	162	5	375	128	207	28	19	0	174	510	31	70	510	121	354	18	6.576	1
N = 2720	D = 1.24	RTS	30	0	0	0	484	723	0	0	0	619	0	0	0	894	0	0	0	1.802	1
N = 2720	D = 1.24	GLP	15439	0	0	952	0	0	0	0	0	0	0	0	0	1768	0	0	0	0.634	1
N = 2720	D = 1.24	GnB	11	167	5	372	137	205	28	19	0	176	502	33	75	502	121	353	17	6.578	1
N = 2720	D = 1.44	RTS	30	0	0	0	769	875	0	0	0	806	0	0	0	270	0	0	0	1.763	1
N = 2720	D = 1.44	GLP	17372	0	0	0	0	0	0	0	0	0	614	0	0	2106	0	0	0	0.616	1
N = 2720	D = 1.44	GnB	11	184	5	361	172	196	28	18	0	181	473	42	95	473	121	349	16	6.586	1
N = 3456	D = 1.44	RTS	29	0	0	0	769	875	0	0	0	806	0	0	0	1006	0	0	0	1.896	1
N = 3456	D = 1.44	GLP	15107	0	0	1350	0	0	0	0	0	0	0	0	0	2106	0	0	0	0.773	1
N = 3456	D = 1.44	GnB	10	233	7	459	219	249	36	22	0	230	601	53	120	601	154	443	20	6.852	1
N = 4192	D = 1.44	RTS	28	0	0	0	769	875	0	0	0	806	0	0	0	1742	0	0	0	2.029	1
N = 4192	D = 1.44	GLP	16889	0	0	1608	0	0	0	0	0	0	478	0	0	2106	0	0	0	0.972	1
N = 4192	D = 1.44	GnB	11	283	8	556	266	303	44	27	0	279	729	65	146	729	186	538	25	7.121	1
N = 4928	D = 1.44	RTS	28	372	0	0	769	875	0	0	0	806	0	0	0	2106	0	0	0	2.333	1
N = 4928	D = 1.44	GLP	14782	0	0	1608	0	0	0	0	0	0	1214	0	0	2106	0	0	0	1.152	1
N = 4928	D = 1.44	GnB	10	333	10	654	313	356	52	32	0	328	857	76	172	857	219	633	29	7.395	1
N = 5664	D = 1.44	RTS	30	819	0	289	769	875	0	0	0	806	0	0	0	2106	0	0	0	2.552	1
N = 5664	D = 1.44	GLP	14777	0	0	1608	0	0	0	0	0	0	1950	0	0	2106	0	0	0	1.332	1
N = 5664	D = 1.44	GnB	11	383	11	752	360	409	60	37	0	377	985	88	198	985	252	727	34	7.665	1
N = 6400	D = 1.44	RTS	29	819	0	1025	769	875	0	0	0	806	0	0	0	2106	0	0	0	2.697	1
N = 6400	D = 1.44	GLP	15562	819	0	1608	0	0	0	0	0	0	1867	0	0	2106	0	0	0	1.640	1
N = 6400	D = 1.44	GnB	10	432	13	850	406	462	67	42	0	426	1113	99	223	1113	285	822	38	7.932	1
N = 7136	D = 1.44	RTS	29	819	0	1608	769	875	0	0	0	806	0	0	0	2106	0	153	0	3.076	1
N = 7136	D = 1.44	GLP	15097	0	0	1608	0	0	0	0	0	0	1867	0	0	2106	0	1555	0	1.877	1
N = 7136	D = 1.44	GnB	10	482	14	947	453	515	75	47	0	475	1241	110	249	1241	318	916	43	8.200	1
N = 7872	D = 1.44	RTS	29	819	0	1608	769	875	0	0	0	806	0	0	0	2106	0	889	0	3.234	1
N = 7872	D = 1.44	GLP	15348	819	0	1608	0	0	0	0	0	0	1784	0	0	2106	0	1555	0	2.185	1
N = 7872	D = 1.44	GnB	11	532	16	1045	500	569	83	52	0	524	1369	122	275	1369	350	1011	47	8.475	1
N = 8608	D = 1.44	RTS	31	819	0	1608	769	875	0	0	0	806	70	0	0	2106	0	1555	0	3.424	1
N = 8608	D = 1.44	GLP	15600	819	0	1608	0	0	0	0	0	0	2106	0	0	2106	414	1555	0	2.578	1
N = 8608	D = 1.44	GnB	11	582	17	1143	547	622	91	57	0	573	1497	133	301	1497	383	1105	51	8.741	1
N = 9344	D = 1.44	RTS	30	819	0	1608	769	875	0	0	0	806	806	0	0	2106	0	1555	0	3.604	1
N = 9344	D = 1.44	GLP	15494	819	0	1608	0	0	0	0	0	806	2106	0	0	2106	344	1555	0	3.035	1
N = 9344	D = 1.44	GnB	10	632	19	1241	594	675	99	61	0	622	1626	145	326	1626	416	1200	56	9.011	1
