Radio 1: TH=135.199997, ETX=1.000000, Esw=0.002304, Tsw=0.001000, Prb=0.624100, Eta=0.000025
Radio 2: TH=304.200012, ETX=1.300000, Esw=0.187489, Tsw=0.196000, Prb=0.122500, Eta=0.000027
Radio 3: TH=768.799988, ETX=1.900000, Esw=0.640000, Tsw=0.441000, Prb=0.010000, Eta=0.000078
Radio 4: TH=1692.800049, ETX=1.600000, Esw=0.978121, Tsw=0.009000, Prb=0.184900, Eta=0.000073
Radio 5: TH=288.799988, ETX=1.200000, Esw=0.767376, Tsw=0.676000, Prb=0.348100, Eta=0.000036
Radio 6: TH=1095.199951, ETX=1.500000, Esw=0.346921, Tsw=0.009000, Prb=0.003600, Eta=0.000067
Radio 7: TH=1881.800049, ETX=1.300000, Esw=0.000169, Tsw=0.400000, Prb=0.008100, Eta=0.000099
Radio 8: TH=12.800000, ETX=1.000000, Esw=0.685584, Tsw=0.361000, Prb=0.532900, Eta=0.000090
Radio 9: TH=259.200012, ETX=1.300000, Esw=0.038416, Tsw=0.016000, Prb=0.078400, Eta=0.000038
Radio 10: TH=460.799988, ETX=1.600000, Esw=0.283024, Tsw=0.225000, Prb=0.302500, Eta=0.000090
Radio 11: TH=24.200001, ETX=1.700000, Esw=0.680625, Tsw=0.361000, Prb=0.280900, Eta=0.000082
N = 1870	D = 0.80	RTS	26	0	0	248	166	0	779	677	0	0	0	0	2.214	1
N = 1870	D = 0.80	GLP	14699	0	0	0	0	0	779	677	0	182	232	0	1.089	1
N = 1870	D = 0.80	GnB	9	49	84	127	618	16	400	347	2	93	122	4	5.403	1
N = 1870	D = 0.84	RTS	22	0	0	276	30	0	819	745	0	0	0	0	2.201	1
N = 1870	D = 0.84	GLP	14452	0	114	0	0	0	819	745	0	192	0	0	0.875	1
N = 1870	D = 0.84	GnB	9	49	84	132	608	20	393	358	2	92	122	5	5.419	1
N = 1870	D = 0.88	RTS	22	0	0	200	0	0	858	812	0	0	0	0	1.216	1
N = 1870	D = 0.88	GLP	14174	0	0	0	0	0	858	812	0	200	0	0	0.653	1
N = 1870	D = 0.88	GnB	9	48	84	137	599	23	387	367	2	91	122	5	5.417	1
N = 1870	D = 0.92	RTS	22	0	0	93	0	0	897	880	0	0	0	0	1.212	1
N = 1870	D = 0.92	GLP	13961	0	0	0	0	0	897	880	0	93	0	0	0.628	1
N = 1870	D = 0.92	GnB	9	47	84	141	591	27	382	375	2	89	122	5	5.416	1
N = 1870	D = 0.96	RTS	22	0	0	0	0	0	937	933	0	0	0	0	0.568	1
N = 1870	D = 0.96	GLP	13672	0	0	0	0	0	937	933	0	0	0	0	0.568	1
N = 1870	D = 0.96	GnB	9	47	84	144	584	29	377	382	2	88	122	5	5.417	1
N = 1870	D = 1.00	RTS	22	0	0	0	0	0	976	894	0	0	0	0	0.567	1
N = 1870	D = 1.00	GLP	20925	0	0	0	0	0	976	894	0	0	0	0	0.567	1
N = 1870	D = 1.00	GnB	5	46	84	147	577	32	373	388	2	87	122	5	5.415	1
N = 1870	D = 1.04	RTS	13	0	0	0	0	0	1016	854	0	0	0	0	0.566	1
N = 1870	D = 1.04	GLP	7610	0	0	0	0	0	1016	854	0	0	0	0	0.566	1
N = 1870	D = 1.04	GnB	4	46	84	150	571	34	369	394	2	86	123	5	5.418	1
N = 1870	D = 1.08	RTS	13	0	0	0	0	0	1055	815	0	0	0	0	0.565	1
N = 1870	D = 1.08	GLP	7789	0	0	0	0	0	1055	815	0	0	0	0	0.565	1
N = 1870	D = 1.08	GnB	5	45	84	153	566	36	366	399	2	86	123	5	5.415	1
N = 1870	D = 1.12	RTS	12	0	0	0	0	0	1095	775	0	0	0	0	0.564	1
N = 1870	D = 1.12	GLP	7616	0	0	0	0	0	1095	775	0	0	0	0	0.564	1
N = 1870	D = 1.12	GnB	5	45	83	155	561	38	363	404	2	85	123	5	5.416	1
N = 1870	D = 1.16	RTS	13	0	0	0	0	0	1134	736	0	0	0	0	0.563	1
N = 1870	D = 1.16	GLP	7685	0	0	0	0	0	1134	736	0	0	0	0	0.563	1
N = 1870	D = 1.16	GnB	4	44	83	158	557	39	360	409	2	84	123	5	5.413	1
N = 1870	D = 1.20	RTS	12	0	0	0	0	0	1173	697	0	0	0	0	0.562	1
N = 1870	D = 1.20	GLP	7544	0	0	0	0	0	1173	697	0	0	0	0	0.562	1
N = 1870	D = 1.20	GnB	5	44	83	160	553	41	357	413	2	84	123	5	5.415	1
N = 1870	D = 1.24	RTS	11	0	0	0	1870	0	0	0	0	0	0	0	1.401	1
N = 1870	D = 1.24	GLP	8438	0	0	0	0	0	1213	657	0	0	0	0	0.560	1
N = 1870	D = 1.24	GnB	5	44	83	161	549	42	355	416	2	83	123	5	5.415	1
N = 1870	D = 1.44	RTS	11	0	0	0	1870	0	0	0	0	0	0	0	1.401	1
N = 1870	D = 1.44	GLP	7625	0	0	0	0	0	0	1761	0	109	0	0	0.311	1
N = 1870	D = 1.44	GnB	5	42	83	169	534	48	345	431	3	81	123	5	5.453	1
N = 2376	D = 1.44	RTS	11	0	0	0	0	0	1410	966	0	0	0	0	0.622	1
N = 2376	D = 1.44	GLP	7938	0	0	0	0	0	1410	966	0	0	0	0	0.622	1
N = 2376	D = 1.44	GnB	5	54	106	215	678	61	439	548	3	103	156	7	5.658	1
N = 2882	D = 1.44	RTS	11	0	0	0	0	0	1410	1472	0	0	0	0	0.689	1
N = 2882	D = 1.44	GLP	7606	0	0	0	0	0	1410	1472	0	0	0	0	0.689	1
N = 2882	D = 1.44	GnB	5	66	128	261	823	75	532	665	4	125	190	8	5.895	1
N = 3388	D = 1.44	RTS	11	0	0	217	0	0	1410	1761	0	0	0	0	1.403	1
N = 3388	D = 1.44	GLP	9462	0	0	0	0	0	1410	1761	0	217	0	0	0.842	1
N = 3388	D = 1.44	GnB	4	77	151	306	968	88	626	782	5	147	223	10	6.137	1
N = 3894	D = 1.44	RTS	12	0	0	691	32	0	1410	1761	0	0	0	0	2.464	1
N = 3894	D = 1.44	GLP	8747	51	340	0	0	0	1410	1761	0	332	0	0	1.458	1
N = 3894	D = 1.44	GnB	5	89	173	352	1112	101	719	898	6	169	257	11	6.372	1
N = 4400	D = 1.44	RTS	11	0	0	691	538	0	1410	1761	0	0	0	0	2.579	1
N = 4400	D = 1.44	GLP	8062	0	206	691	0	0	1410	1761	0	332	0	0	1.912	1
N = 4400	D = 1.44	GnB	4	100	196	398	1257	114	813	1015	7	191	290	13	6.614	1
N = 4906	D = 1.44	RTS	11	0	0	691	1044	0	1410	1761	0	0	0	0	2.693	1
N = 4906	D = 1.44	GLP	7581	0	0	0	1735	0	1410	1761	0	0	0	0	2.098	1
N = 4906	D = 1.44	GnB	5	112	219	444	1401	127	906	1132	7	213	324	15	6.820	1
N = 5412	D = 1.44	RTS	11	0	0	691	1550	0	1410	1761	0	0	0	0	2.808	1
N = 5412	D = 1.44	GLP	7748	0	0	0	2180	0	1410	1761	0	61	0	0	2.258	1
N = 5412	D = 1.44	GnB	5	124	241	490	1546	140	1000	1249	8	235	357	16	7.054	1
N = 5918	D = 1.44	RTS	11	0	0	691	2056	0	1410	1761	0	0	0	0	2.922	1
N = 5918	D = 1.44	GLP	7574	0	235	0	2180	0	1410	1761	0	332	0	0	2.644	1
N = 5918	D = 1.44	GnB	4	135	264	536	1691	154	1094	1366	9	257	390	18	7.298	1
N = 6424	D = 1.44	RTS	11	0	50	691	2180	0	1410	1761	0	332	0	0	3.315	1
N = 6424	D = 1.44	GLP	8139	0	50	691	2180	0	1410	1761	0	332	0	0	3.315	1
N = 6424	D = 1.44	GnB	5	147	286	582	1835	167	1187	1483	10	279	424	19	7.533	1
N = 6930	D = 1.44	RTS	11	0	340	691	2180	0	1410	1761	0	332	216	0	3.897	1
N = 6930	D = 1.44	GLP	7799	0	340	691	2180	0	1410	1761	0	332	216	0	3.897	1
N = 6930	D = 1.44	GnB	5	159	309	627	1980	180	1281	1599	11	301	457	21	7.780	1
N = 7436	D = 1.44	RTS	12	21	340	691	2180	198	1410	1761	0	332	503	0	5.241	1
N = 7436	D = 1.44	GLP	7144	21	340	691	2180	198	1410	1761	0	332	503	0	5.241	1
N = 7436	D = 1.44	GnB	5	170	331	673	2124	193	1374	1716	12	323	491	22	8.010	1
