Radio 1: TH=7.200000, ETX=1.400000, Esw=0.047524, Tsw=0.576000, Prb=0.372100, Eta=0.000061
Radio 2: TH=845.000000, ETX=1.800000, Esw=0.077284, Tsw=0.576000, Prb=0.211600, Eta=0.000002
Radio 3: TH=156.800003, ETX=1.600000, Esw=0.216225, Tsw=0.025000, Prb=1.000000, Eta=0.000058
Radio 4: TH=1513.800049, ETX=1.900000, Esw=0.553536, Tsw=0.289000, Prb=0.577600, Eta=0.000094
Radio 5: TH=9.800000, ETX=1.600000, Esw=0.204304, Tsw=0.025000, Prb=0.176400, Eta=0.000058
Radio 6: TH=1065.800049, ETX=1.600000, Esw=0.692224, Tsw=0.100000, Prb=0.810000, Eta=0.000092
Radio 7: TH=520.200012, ETX=1.600000, Esw=0.054289, Tsw=0.400000, Prb=0.090000, Eta=0.000078
Radio 8: TH=1344.800049, ETX=1.800000, Esw=0.784996, Tsw=0.036000, Prb=0.211600, Eta=0.000086
Radio 9: TH=605.000000, ETX=1.300000, Esw=0.218089, Tsw=0.900000, Prb=0.250000, Eta=0.000094
Radio 10: TH=369.799988, ETX=1.800000, Esw=0.293764, Tsw=0.225000, Prb=0.280900, Eta=0.000083
N = 1700	D = 0.80	RTS	13	0	170	0	419	0	0	187	924	0	0	2.092	1
N = 1700	D = 0.80	GLP	6393	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 1700	D = 0.80	GnB	4	0	97	62	399	3	385	107	531	0	109	4.226	1
N = 1700	D = 0.84	RTS	12	0	200	0	322	0	0	205	973	0	0	2.066	1
N = 1700	D = 0.84	GLP	6208	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 1700	D = 0.84	GnB	4	0	107	61	402	3	380	110	522	0	109	4.217	1
N = 1700	D = 0.88	RTS	12	0	231	0	224	0	0	224	1021	0	0	2.040	1
N = 1700	D = 0.88	GLP	6104	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 1700	D = 0.88	GnB	4	0	116	60	405	3	376	113	513	0	109	4.209	1
N = 1700	D = 0.92	RTS	11	0	261	0	117	0	0	243	1069	10	0	2.231	1
N = 1700	D = 0.92	GLP	8076	0	261	0	0	0	0	243	1069	0	127	1.798	1
N = 1700	D = 0.92	GnB	5	1	123	59	405	3	371	114	505	5	109	4.518	1
N = 1700	D = 0.96	RTS	13	0	292	0	0	0	0	262	1118	28	0	1.651	1
N = 1700	D = 0.96	GLP	8071	0	292	0	0	0	0	262	1118	28	0	1.651	1
N = 1700	D = 0.96	GnB	4	1	129	58	405	3	366	116	496	14	108	4.510	1
N = 1700	D = 1.00	RTS	11	0	322	0	0	0	0	280	1098	0	0	1.424	1
N = 1700	D = 1.00	GLP	7557	0	322	0	0	0	0	280	1098	0	0	1.424	1
N = 1700	D = 1.00	GnB	4	1	134	57	405	3	361	117	488	22	107	4.502	1
N = 1700	D = 1.04	RTS	12	0	352	0	0	0	0	299	1049	0	0	1.422	1
N = 1700	D = 1.04	GLP	7973	0	352	0	0	0	0	299	1049	0	0	1.422	1
N = 1700	D = 1.04	GnB	4	1	139	56	404	3	356	118	480	30	107	4.493	1
N = 1700	D = 1.08	RTS	12	0	383	0	0	0	0	318	999	0	0	1.420	1
N = 1700	D = 1.08	GLP	7781	0	383	0	0	0	0	318	999	0	0	1.420	1
N = 1700	D = 1.08	GnB	4	1	143	55	404	3	353	119	474	36	106	4.486	1
N = 1700	D = 1.12	RTS	11	0	413	0	0	0	0	337	950	0	0	1.418	1
N = 1700	D = 1.12	GLP	8206	0	413	0	0	0	0	0	1287	0	0	1.369	1
N = 1700	D = 1.12	GnB	4	1	147	55	404	3	349	120	468	42	106	4.485	1
N = 1700	D = 1.16	RTS	10	0	444	0	0	0	0	355	901	0	0	1.416	1
N = 1700	D = 1.16	GLP	8085	0	0	0	0	0	0	355	1345	0	0	1.365	1
N = 1700	D = 1.16	GnB	4	1	151	54	404	3	346	121	463	48	106	4.479	1
N = 1700	D = 1.20	RTS	10	0	474	0	0	0	0	374	852	0	0	1.414	1
N = 1700	D = 1.20	GLP	8182	0	0	0	0	0	0	374	1326	0	0	1.365	1
N = 1700	D = 1.20	GnB	4	1	154	53	404	3	343	121	458	53	105	4.471	1
N = 1700	D = 1.24	RTS	12	0	504	0	0	0	0	393	803	0	0	1.412	1
N = 1700	D = 1.24	GLP	8025	0	0	0	0	0	0	393	1307	0	0	1.364	1
N = 1700	D = 1.24	GnB	4	1	157	53	403	3	340	122	454	57	105	4.469	1
N = 1700	D = 1.44	RTS	12	0	657	0	0	0	0	486	557	0	0	1.402	1
N = 1700	D = 1.44	GLP	9200	0	657	0	557	0	0	486	0	0	0	1.309	1
N = 1700	D = 1.44	GnB	5	1	168	51	403	3	330	125	436	75	103	4.453	1
N = 2160	D = 1.44	RTS	12	0	657	0	0	0	0	486	1017	0	0	1.546	1
