Radio 1: TH=336.200012, ETX=1.000000, Esw=0.003364, Tsw=0.081000, Prb=0.435600, Eta=0.000072
Radio 2: TH=1513.800049, ETX=1.600000, Esw=0.248004, Tsw=0.225000, Prb=0.739600, Eta=0.000023
Radio 3: TH=1843.199951, ETX=1.000000, Esw=0.097969, Tsw=0.196000, Prb=0.028900, Eta=0.000013
Radio 4: TH=1729.800049, ETX=1.300000, Esw=0.121801, Tsw=0.900000, Prb=0.640000, Eta=0.000100
Radio 5: TH=1411.199951, ETX=1.700000, Esw=0.004761, Tsw=0.001000, Prb=0.864900, Eta=0.000075
Radio 6: TH=793.799988, ETX=1.200000, Esw=0.356409, Tsw=0.484000, Prb=0.001600, Eta=0.000062
Radio 7: TH=369.799988, ETX=1.900000, Esw=0.739600, Tsw=0.144000, Prb=0.940900, Eta=0.000045
Radio 8: TH=871.200012, ETX=1.300000, Esw=0.128164, Tsw=0.361000, Prb=0.040000, Eta=0.000074
Radio 9: TH=369.799988, ETX=1.100000, Esw=0.458329, Tsw=0.529000, Prb=0.000900, Eta=0.000008
Radio 10: TH=352.799988, ETX=1.600000, Esw=0.915849, Tsw=0.529000, Prb=0.348100, Eta=0.000050
Radio 11: TH=273.799988, ETX=1.000000, Esw=0.054756, Tsw=0.009000, Prb=0.202500, Eta=0.000089
Radio 12: TH=423.200012, ETX=1.600000, Esw=0.185761, Tsw=0.036000, Prb=0.096100, Eta=0.000079
Radio 13: TH=0.800000, ETX=1.700000, Esw=0.000484, Tsw=0.841000, Prb=0.067600, Eta=0.000041
Radio 14: TH=1411.199951, ETX=1.000000, Esw=0.727609, Tsw=0.400000, Prb=0.396900, Eta=0.000055
Radio 15: TH=80.000000, ETX=1.400000, Esw=0.243049, Tsw=0.036000, Prb=0.448900, Eta=0.000003
N = 2550	D = 0.80	RTS	18	0	92	1001	0	0	225	0	344	90	0	0	290	0	508	0	2.620	1
N = 2550	D = 0.80	GLP	6530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2550	D = 0.80	GnB	6	110	397	507	0	514	114	110	174	45	43	98	147	0	257	27	5.658	1
N = 2550	D = 0.84	RTS	17	0	0	1068	0	0	254	0	375	103	0	0	192	0	558	0	2.314	1
N = 2550	D = 0.84	GLP	6669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2550	D = 0.84	GnB	6	108	396	505	0	503	120	109	177	48	46	96	144	0	264	27	5.648	1
N = 2550	D = 0.88	RTS	16	0	0	1134	0	0	282	0	406	116	0	0	3	0	609	0	2.273	1
N = 2550	D = 0.88	GLP	6523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2550	D = 0.88	GnB	6	107	395	502	0	494	125	108	180	51	49	95	142	0	270	26	5.635	1
N = 2550	D = 0.92	RTS	16	0	0	1201	0	0	311	0	438	130	0	0	0	0	470	0	2.048	1
N = 2550	D = 0.92	GLP	7718	0	0	1201	0	911	0	0	438	0	0	0	0	0	0	0	1.002	1
N = 2550	D = 0.92	GnB	6	105	392	498	12	484	129	107	181	53	51	93	139	0	273	26	5.750	1
N = 2550	D = 0.96	RTS	17	0	0	1267	0	0	340	0	469	143	0	0	0	0	331	0	2.010	1
N = 2550	D = 0.96	GLP	7772	0	0	1267	0	814	0	0	469	0	0	0	0	0	0	0	0.937	1
N = 2550	D = 0.96	GnB	5	103	388	491	36	472	131	105	182	55	53	90	136	0	275	25	5.736	1
N = 2550	D = 1.00	RTS	16	0	0	1333	0	0	368	0	501	156	0	0	0	0	192	0	1.972	1
