Radio 1: TH=1620.000000, ETX=1.700000, Esw=0.372100, Tsw=0.004000, Prb=0.014400, Eta=0.000099
Radio 2: TH=96.800003, ETX=1.100000, Esw=0.173056, Tsw=0.144000, Prb=0.448900, Eta=0.000054
Radio 3: TH=605.000000, ETX=1.400000, Esw=0.312481, Tsw=0.729000, Prb=0.921600, Eta=0.000077
Radio 4: TH=1584.199951, ETX=1.300000, Esw=0.562500, Tsw=0.784000, Prb=0.152100, Eta=0.000042
Radio 5: TH=2000.000000, ETX=1.000000, Esw=0.148225, Tsw=0.625000, Prb=0.921600, Eta=0.000034
Radio 6: TH=845.000000, ETX=1.400000, Esw=0.625681, Tsw=0.196000, Prb=0.078400, Eta=0.000054
Radio 7: TH=115.199997, ETX=1.100000, Esw=0.015876, Tsw=0.081000, Prb=0.000900, Eta=0.000044
Radio 8: TH=405.000000, ETX=1.600000, Esw=0.792100, Tsw=0.625000, Prb=0.202500, Eta=0.000037
Radio 9: TH=1411.199951, ETX=1.200000, Esw=0.096100, Tsw=0.625000, Prb=0.000100, Eta=0.000001
Radio 10: TH=135.199997, ETX=1.900000, Esw=0.012321, Tsw=0.009000, Prb=0.136900, Eta=0.000006
N = 1700	D = 0.80	RTS	25	1160	0	0	22	0	222	74	0	222	0	1.923	1
N = 1700	D = 0.80	GLP	13833	1160	0	0	0	244	0	74	0	222	0	0.963	1
N = 1700	D = 0.80	GnB	8	785	38	26	15	213	311	50	43	150	65	3.724	1
N = 1700	D = 0.84	RTS	21	1218	0	0	79	0	52	78	0	273	0	1.913	1
N = 1700	D = 0.84	GLP	14732	1218	0	0	0	131	0	78	0	273	0	0.918	1
N = 1700	D = 0.84	GnB	8	732	36	36	47	232	294	47	47	164	60	3.730	1
N = 1700	D = 0.88	RTS	22	1159	0	0	136	0	0	82	0	323	0	1.277	1
N = 1700	D = 0.88	GLP	14056	1277	0	0	0	0	0	82	0	323	18	0.746	1
N = 1700	D = 0.88	GnB	8	690	34	44	73	248	281	44	50	175	57	3.734	1
N = 1700	D = 0.92	RTS	21	1047	0	0	193	0	0	86	0	374	0	1.266	1
N = 1700	D = 0.92	GLP	13926	1326	0	0	0	0	0	0	0	374	0	0.704	1
N = 1700	D = 0.92	GnB	8	655	33	51	95	260	270	42	52	183	54	3.740	1
N = 1700	D = 0.96	RTS	21	934	0	0	250	0	0	91	0	425	0	1.255	1
N = 1700	D = 0.96	GLP	14147	1275	0	0	0	0	0	0	0	425	0	0.695	1
N = 1700	D = 0.96	GnB	8	626	31	56	112	271	261	40	54	191	52	3.739	1
N = 1700	D = 1.00	RTS	22	822	0	0	307	0	0	95	0	476	0	1.244	1
N = 1700	D = 1.00	GLP	14009	1224	0	0	0	0	0	0	0	476	0	0.686	1
N = 1700	D = 1.00	GnB	8	602	30	61	127	280	253	39	56	197	50	3.743	1
N = 1700	D = 1.04	RTS	21	710	0	0	364	0	0	99	0	527	0	1.233	1
N = 1700	D = 1.04	GLP	13926	1173	0	0	0	0	0	0	0	527	0	0.677	1
N = 1700	D = 1.04	GnB	8	581	30	65	140	287	247	38	58	202	48	3.749	1
N = 1700	D = 1.08	RTS	21	598	0	0	422	0	0	103	0	577	0	1.223	1
N = 1700	D = 1.08	GLP	13520	1123	0	0	0	0	0	0	0	577	0	0.668	1
N = 1700	D = 1.08	GnB	8	563	29	68	151	294	241	37	59	207	46	3.749	1
N = 1700	D = 1.12	RTS	20	486	0	0	479	0	0	107	0	628	0	1.212	1
N = 1700	D = 1.12	GLP	14120	1072	0	0	0	0	0	0	0	628	0	0.659	1
N = 1700	D = 1.12	GnB	8	547	28	71	161	299	236	36	60	211	45	3.749	1
N = 1700	D = 1.16	RTS	21	374	0	0	536	0	0	111	0	679	0	1.201	1
N = 1700	D = 1.16	GLP	13857	1021	0	0	0	0	0	0	0	679	0	0.650	1
N = 1700	D = 1.16	GnB	8	533	28	74	169	305	232	35	61	215	44	3.754	1
N = 1700	D = 1.20	RTS	20	970	0	0	0	0	0	0	0	730	0	0.641	1
N = 1700	D = 1.20	GLP	13682	970	0	0	0	0	0	0	0	730	0	0.641	1
N = 1700	D = 1.20	GnB	8	521	27	76	177	309	228	34	62	218	43	3.752	1
N = 1700	D = 1.24	RTS	22	919	0	0	0	0	0	0	0	781	0	0.632	1
N = 1700	D = 1.24	GLP	14043	919	0	0	0	0	0	0	0	781	0	0.632	1
N = 1700	D = 1.24	GnB	8	510	27	78	184	313	224	34	63	221	42	3.756	1
N = 1700	D = 1.44	RTS	21	665	0	0	0	0	0	0	0	1035	0	0.587	1
N = 1700	D = 1.44	GLP	14143	0	0	0	0	525	0	140	0	1035	0	0.529	1
N = 1700	D = 1.44	GnB	8	468	25	86	209	328	211	31	66	231	39	3.759	1
N = 2160	D = 1.44	RTS	21	50	0	0	935	0	0	140	0	1035	0	1.205	1
N = 2160	D = 1.44	GLP	10809	985	0	0	0	0	0	140	0	1035	0	0.668	1
N = 2160	D = 1.44	GnB	4	595	32	110	266	417	269	40	84	294	49	3.937	1
N = 2620	D = 1.44	RTS	13	510	0	0	935	0	0	140	0	1035	0	1.287	1
N = 2620	D = 1.44	GLP	7428	1445	0	0	0	0	0	140	0	1035	0	0.749	1
N = 2620	D = 1.44	GnB	4	722	38	133	322	506	326	48	102	357	60	4.109	1
N = 3080	D = 1.44	RTS	12	970	0	0	935	0	0	140	0	1035	0	1.368	1
N = 3080	D = 1.44	GLP	7299	1905	0	0	0	0	0	140	0	1035	0	0.831	1
N = 3080	D = 1.44	GnB	5	849	45	157	379	595	383	57	120	420	70	4.287	1
N = 3540	D = 1.44	RTS	12	1430	0	0	935	0	0	140	0	1035	0	1.450	1
N = 3540	D = 1.44	GLP	8071	2093	0	0	0	272	0	140	0	1035	0	1.147	1
N = 3540	D = 1.44	GnB	4	976	52	180	436	684	441	65	138	482	81	4.464	1
N = 4000	D = 1.44	RTS	12	1890	0	0	935	0	0	140	0	1035	0	1.531	1
N = 4000	D = 1.44	GLP	7512	2093	0	0	0	732	0	140	0	1035	0	1.375	1
N = 4000	D = 1.44	GnB	4	1103	59	204	492	773	498	74	156	545	91	4.641	1
N = 4460	D = 1.44	RTS	13	2093	0	0	935	0	257	140	0	1035	0	2.236	1
N = 4460	D = 1.44	GLP	7225	2093	0	0	0	1192	0	140	0	1035	0	1.602	1
N = 4460	D = 1.44	GnB	5	1230	66	227	549	862	555	82	174	608	102	4.818	1
N = 4920	D = 1.44	RTS	12	2093	0	0	935	0	717	140	0	1035	0	2.314	1
N = 4920	D = 1.44	GLP	8355	2093	0	0	935	717	0	140	0	1035	0	2.070	1
N = 4920	D = 1.44	GnB	4	1357	73	250	606	951	613	91	192	671	112	4.995	1
N = 5380	D = 1.44	RTS	12	2093	0	0	935	231	946	140	0	1035	0	2.615	1
N = 5380	D = 1.44	GLP	7667	2093	0	0	935	1177	0	140	0	1035	0	2.298	1
N = 5380	D = 1.44	GnB	5	1484	80	274	663	1039	670	99	210	733	123	5.173	1
N = 5840	D = 1.44	RTS	12	2093	0	0	935	691	946	140	0	1035	0	2.843	1
N = 5840	D = 1.44	GLP	7598	2093	0	0	935	1467	0	140	0	1035	170	2.628	1
N = 5840	D = 1.44	GnB	4	1611	86	297	719	1128	727	108	228	796	133	5.344	1
N = 6300	D = 1.44	RTS	13	2093	0	0	935	1151	946	140	0	1035	0	3.070	1
N = 6300	D = 1.44	GLP	7701	2093	0	0	935	1151	946	140	0	1035	0	3.070	1
N = 6300	D = 1.44	GnB	4	1738	93	321	776	1217	785	116	246	859	144	5.523	1
N = 6760	D = 1.44	RTS	12	2093	0	0	935	1467	946	140	144	1035	0	4.099	1
N = 6760	D = 1.44	GLP	7420	2093	0	0	935	1467	946	140	0	1035	144	3.386	1
N = 6760	D = 1.44	GnB	4	1864	100	344	833	1306	842	125	264	922	155	5.699	1
