Radio 1: TH=20.000000, ETX=1.400000, Esw=0.982081, Tsw=0.144000, Prb=0.562500, Eta=0.000031
Radio 2: TH=1584.199951, ETX=1.500000, Esw=0.097344, Tsw=0.100000, Prb=0.384400, Eta=0.000032
Radio 3: TH=1767.199951, ETX=1.900000, Esw=0.001225, Tsw=0.441000, Prb=0.577600, Eta=0.000035
Radio 4: TH=51.200001, ETX=1.100000, Esw=0.383161, Tsw=0.225000, Prb=0.211600, Eta=0.000037
Radio 5: TH=1445.000000, ETX=1.100000, Esw=0.000676, Tsw=0.529000, Prb=0.211600, Eta=0.000055
Radio 6: TH=33.799999, ETX=1.400000, Esw=0.269361, Tsw=0.625000, Prb=0.608400, Eta=0.000046
Radio 7: TH=288.799988, ETX=1.500000, Esw=0.168921, Tsw=0.361000, Prb=0.230400, Eta=0.000024
Radio 8: TH=204.800003, ETX=1.200000, Esw=0.001089, Tsw=0.064000, Prb=0.052900, Eta=0.000060
Radio 9: TH=540.799988, ETX=1.800000, Esw=0.583696, Tsw=0.009000, Prb=0.122500, Eta=0.000009
Radio 10: TH=24.200001, ETX=1.800000, Esw=0.203401, Tsw=0.256000, Prb=0.096100, Eta=0.000048
Radio 11: TH=1620.000000, ETX=1.500000, Esw=0.729316, Tsw=0.361000, Prb=0.000400, Eta=0.000031
Radio 12: TH=7.200000, ETX=1.800000, Esw=0.002401, Tsw=0.676000, Prb=0.756900, Eta=0.000096
N = 2040	D = 0.80	RTS	28	0	664	0	0	352	0	0	0	384	0	640	0	1.800	1
N = 2040	D = 0.80	GLP	14600	0	998	555	0	352	0	0	135	0	0	0	0	0.726	1
N = 2040	D = 0.80	GnB	581	7	625	358	16	221	3	71	85	241	7	401	0	4.300	1
N = 2040	D = 0.84	RTS	24	0	534	0	0	404	0	0	0	404	0	698	0	1.781	1
N = 2040	D = 0.84	GLP	14912	0	1055	438	0	404	0	0	143	0	0	0	0	0.710	1
N = 2040	D = 0.84	GnB	9	7	610	367	16	234	3	72	82	234	7	404	0	4.300	1
N = 2040	D = 0.88	RTS	815	0	405	0	0	456	0	0	0	423	0	756	0	1.761	1
N = 2040	D = 0.88	GLP	14883	0	1112	322	0	456	0	0	150	0	0	0	0	0.694	1
N = 2040	D = 0.88	GnB	9	7	597	374	16	245	4	72	80	227	7	406	0	4.317	1
N = 2040	D = 0.92	RTS	787	0	274	0	0	508	0	0	0	443	0	815	0	1.741	1
N = 2040	D = 0.92	GLP	15358	0	1169	206	0	508	0	0	157	0	0	0	0	0.678	1
N = 2040	D = 0.92	GnB	9	6	585	381	16	254	4	72	79	222	7	408	0	4.288	1
N = 2040	D = 0.96	RTS	785	0	145	0	0	560	0	0	0	462	0	873	0	1.722	1
N = 2040	D = 0.96	GLP	15257	0	1226	89	0	560	0	0	165	0	0	0	0	0.662	1
N = 2040	D = 0.96	GnB	9	6	575	387	15	263	4	73	77	217	7	410	0	4.284	1
N = 2040	D = 1.00	RTS	787	0	15	0	0	612	0	0	0	482	0	931	0	1.703	1
N = 2040	D = 1.00	GLP	15229	0	1283	0	0	612	0	0	145	0	0	0	0	0.647	1
N = 2040	D = 1.00	GnB	9	6	566	392	15	270	5	73	76	213	7	411	0	4.302	1
N = 2040	D = 1.04	RTS	24	0	0	0	0	664	0	0	0	387	0	989	0	1.591	1
N = 2040	D = 1.04	GLP	14496	0	1340	0	0	664	0	0	36	0	0	0	0	0.638	1
N = 2040	D = 1.04	GnB	9	6	558	397	15	277	5	73	75	209	7	412	0	4.302	1
N = 2040	D = 1.08	RTS	23	0	0	0	0	716	0	0	0	276	0	1048	0	1.578	1
N = 2040	D = 1.08	GLP	16303	0	1324	0	0	716	0	0	0	0	0	0	0	0.631	1
N = 2040	D = 1.08	GnB	9	6	551	401	15	283	5	73	73	205	7	414	1	4.409	1
N = 2040	D = 1.12	RTS	24	0	0	0	0	768	0	0	0	166	0	1106	0	1.565	1
N = 2040	D = 1.12	GLP	14525	0	1272	0	0	768	0	0	0	0	0	0	0	0.627	1
N = 2040	D = 1.12	GnB	9	6	545	405	15	288	5	74	73	202	7	415	1	4.410	1
N = 2040	D = 1.16	RTS	25	0	0	0	0	820	0	0	0	56	0	1164	0	1.551	1
