Radio 1: TH=105.800003, ETX=1.700000, Esw=0.052900, Tsw=0.576000, Prb=0.136900, Eta=0.000054
Radio 2: TH=245.000000, ETX=1.900000, Esw=0.360000, Tsw=0.441000, Prb=0.810000, Eta=0.000026
Radio 3: TH=540.799988, ETX=1.500000, Esw=0.685584, Tsw=0.289000, Prb=0.313600, Eta=0.000033
Radio 4: TH=1095.199951, ETX=1.200000, Esw=0.288369, Tsw=0.004000, Prb=0.052900, Eta=0.000057
Radio 5: TH=793.799988, ETX=1.400000, Esw=0.080089, Tsw=0.169000, Prb=0.883600, Eta=0.000030
N = 850	D = 0.80	RTS	19	0	0	66	784	0	1.107	1
N = 850	D = 0.80	GLP	13060	0	0	0	784	66	0.536	1
N = 850	D = 0.80	GnB	5	11	42	133	420	241	2.034	1
N = 850	D = 0.84	RTS	12	0	0	26	824	0	1.086	1
N = 850	D = 0.84	GLP	12775	0	0	0	824	26	0.495	1
N = 850	D = 0.84	GnB	6	12	44	135	415	241	2.043	1
N = 850	D = 0.88	RTS	9	0	0	0	850	0	0.388	1
N = 850	D = 0.88	GLP	14749	0	0	0	850	0	0.388	1
N = 850	D = 0.88	GnB	4	0	0	0	850	0	0.388	1
N = 850	D = 0.92	RTS	9	0	0	0	850	0	0.388	1
N = 850	D = 0.92	GLP	12484	0	0	0	850	0	0.388	1
N = 850	D = 0.92	GnB	4	0	0	0	850	0	0.388	1
N = 850	D = 0.96	RTS	10	0	0	0	850	0	0.388	1
N = 850	D = 0.96	GLP	12928	0	0	0	850	0	0.388	1
N = 850	D = 0.96	GnB	4	0	0	0	850	0	0.388	1
N = 850	D = 1.00	RTS	9	0	0	0	850	0	0.388	1
N = 850	D = 1.00	GLP	13007	0	0	0	850	0	0.388	1
N = 850	D = 1.00	GnB	2	0	0	0	850	0	0.388	1
N = 850	D = 1.04	RTS	6	0	0	0	850	0	0.388	1
N = 850	D = 1.04	GLP	6954	0	0	0	850	0	0.388	1
N = 850	D = 1.04	GnB	2	0	0	0	850	0	0.388	1
N = 850	D = 1.08	RTS	5	0	0	0	850	0	0.388	1
N = 850	D = 1.08	GLP	7048	0	0	0	850	0	0.388	1
N = 850	D = 1.08	GnB	2	0	0	0	850	0	0.388	1
N = 850	D = 1.12	RTS	5	0	0	0	850	0	0.388	1
N = 850	D = 1.12	GLP	6799	0	0	0	850	0	0.388	1
N = 850	D = 1.12	GnB	2	0	0	0	850	0	0.388	1
N = 850	D = 1.16	RTS	5	0	0	0	850	0	0.388	1
N = 850	D = 1.16	GLP	6753	0	0	0	850	0	0.388	1
N = 850	D = 1.16	GnB	2	0	0	0	850	0	0.388	1
N = 850	D = 1.20	RTS	5	0	0	0	850	0	0.388	1
N = 850	D = 1.20	GLP	8145	0	0	0	850	0	0.388	1
N = 850	D = 1.20	GnB	2	0	0	0	850	0	0.388	1
N = 850	D = 1.24	RTS	5	0	0	0	850	0	0.388	1
N = 850	D = 1.24	GLP	6905	0	0	0	850	0	0.388	1
N = 850	D = 1.24	GnB	2	0	0	0	850	0	0.388	1
N = 850	D = 1.44	RTS	5	0	0	0	850	0	0.388	1
N = 850	D = 1.44	GLP	6984	0	0	0	850	0	0.388	1
N = 850	D = 1.44	GnB	2	0	0	0	850	0	0.388	1
N = 1080	D = 1.44	RTS	5	0	0	0	1080	0	0.414	1
N = 1080	D = 1.44	GLP	7363	0	0	0	1080	0	0.414	1
N = 1080	D = 1.44	GnB	2	0	0	0	1080	0	0.414	1
N = 1310	D = 1.44	RTS	5	0	0	0	1310	0	0.441	1
N = 1310	D = 1.44	GLP	8519	0	0	0	1310	0	0.441	1
N = 1310	D = 1.44	GnB	2	0	0	0	1310	0	0.441	1
N = 1540	D = 1.44	RTS	7	0	0	125	1415	0	1.218	1
N = 1540	D = 1.44	GLP	7268	0	0	0	1415	125	0.678	1
N = 1540	D = 1.44	GnB	3	39	106	270	684	438	2.632	1
N = 1770	D = 1.44	RTS	7	0	0	355	1415	0	1.363	1
N = 1770	D = 1.44	GLP	7591	0	0	0	1415	355	0.944	1
N = 1770	D = 1.44	GnB	3	45	122	311	786	504	2.808	1
N = 2000	D = 1.44	RTS	7	0	0	560	1415	25	1.601	1
N = 2000	D = 1.44	GLP	7317	0	0	0	1415	585	1.209	1
N = 2000	D = 1.44	GnB	3	51	138	351	888	569	2.982	1
N = 2230	D = 1.44	RTS	7	0	0	560	1415	255	1.866	1
N = 2230	D = 1.44	GLP	7264	0	0	0	1415	815	1.475	1
N = 2230	D = 1.44	GnB	3	57	154	392	990	635	3.158	1
N = 2460	D = 1.44	RTS	7	0	0	560	1415	485	2.132	1
N = 2460	D = 1.44	GLP	7069	0	0	560	1415	485	2.132	1
N = 2460	D = 1.44	GnB	3	63	170	432	1092	701	3.334	1
N = 2690	D = 1.44	RTS	7	0	0	560	1415	715	2.398	1
N = 2690	D = 1.44	GLP	6893	0	0	560	1415	715	2.398	1
N = 2690	D = 1.44	GnB	3	69	185	472	1194	766	3.505	1
N = 2920	D = 1.44	RTS	7	37	0	560	1415	908	2.725	1
N = 2920	D = 1.44	GLP	7064	37	0	560	1415	908	2.725	1
N = 2920	D = 1.44	GnB	3	75	201	513	1297	832	3.681	1
N = 3150	D = 1.44	RTS	7	82	185	560	1415	908	3.768	1
N = 3150	D = 1.44	GLP	7794	82	185	560	1415	908	3.768	1
N = 3150	D = 1.44	GnB	3	81	217	553	1399	897	3.855	1
N = 3380	D = 1.44	RTS(G)	1	87	233	594	1501	963	4.031	0
N = 3380	D = 1.44	GLP(G)	1	87	233	594	1501	963	4.031	0
N = 3380	D = 1.44	GnB(G)	1	87	233	594	1501	963	4.031	0
