Radio 1: TH=819.200012, ETX=1.800000, Esw=0.570025, Tsw=0.025000, Prb=0.040000, Eta=0.000013
Radio 2: TH=204.800003, ETX=1.500000, Esw=0.974169, Tsw=0.529000, Prb=0.008100, Eta=0.000055
Radio 3: TH=952.200012, ETX=1.800000, Esw=0.556516, Tsw=0.225000, Prb=0.040000, Eta=0.000078
Radio 4: TH=1692.800049, ETX=1.700000, Esw=0.207025, Tsw=0.784000, Prb=1.000000, Eta=0.000023
Radio 5: TH=744.200012, ETX=1.400000, Esw=0.007396, Tsw=0.441000, Prb=0.372100, Eta=0.000078
Radio 6: TH=1805.000000, ETX=1.500000, Esw=0.093636, Tsw=0.484000, Prb=1.000000, Eta=0.000078
Radio 7: TH=39.200001, ETX=1.300000, Esw=0.001849, Tsw=0.529000, Prb=0.211600, Eta=0.000003
Radio 8: TH=9.800000, ETX=1.500000, Esw=0.386884, Tsw=0.004000, Prb=0.250000, Eta=0.000041
Radio 9: TH=1344.800049, ETX=1.200000, Esw=0.219024, Tsw=0.064000, Prb=0.102400, Eta=0.000019
Radio 10: TH=20.000000, ETX=1.200000, Esw=0.644809, Tsw=0.025000, Prb=0.280900, Eta=0.000015
Radio 11: TH=1036.800049, ETX=1.900000, Esw=0.349281, Tsw=0.400000, Prb=0.000100, Eta=0.000042
Radio 12: TH=9.800000, ETX=1.500000, Esw=0.015625, Tsw=0.361000, Prb=0.032400, Eta=0.000022
Radio 13: TH=520.200012, ETX=1.400000, Esw=0.001521, Tsw=0.144000, Prb=0.577600, Eta=0.000088
Radio 14: TH=819.200012, ETX=1.600000, Esw=0.692224, Tsw=0.004000, Prb=0.921600, Eta=0.000064
Radio 15: TH=0.800000, ETX=1.400000, Esw=0.166464, Tsw=0.025000, Prb=1.000000, Eta=0.000012
N = 2550	D = 0.80	RTS	32	571	49	492	0	175	0	0	0	890	0	373	0	0	0	0	3.038	1
N = 2550	D = 0.80	GLP	15142	571	0	0	0	240	476	0	0	890	0	373	0	0	0	0	1.864	1
N = 2550	D = 0.80	GnB	10	356	31	307	15	150	320	5	4	556	8	232	2	191	366	0	6.128	1
N = 2550	D = 0.84	RTS	27	600	57	527	0	17	0	0	0	939	0	410	0	0	0	0	2.959	1
N = 2550	D = 0.84	GLP	15631	600	0	0	0	267	334	0	0	939	0	410	0	0	0	0	1.795	1
N = 2550	D = 0.84	GnB	10	344	32	302	48	153	331	6	4	538	8	235	2	186	353	0	6.138	1
N = 2550	D = 0.88	RTS	27	630	64	422	0	0	0	0	0	987	0	447	0	0	0	0	2.933	1
N = 2550	D = 0.88	GLP	16136	630	0	0	0	294	639	0	0	987	0	0	0	0	0	0	1.641	1
N = 2550	D = 0.88	GnB	10	334	34	297	77	155	341	6	4	523	8	237	2	182	342	0	6.143	1
N = 2550	D = 0.92	RTS	27	659	72	298	0	0	0	0	0	1036	0	485	0	0	0	0	2.921	1
N = 2550	D = 0.92	GLP	9815	0	0	0	0	320	708	0	0	1036	0	485	0	1	0	0	1.483	1
N = 2550	D = 0.92	GnB	5	325	35	293	102	158	349	6	3	511	7	239	2	179	333	0	6.109	1
N = 2550	D = 0.96	RTS	17	689	79	176	0	0	0	0	0	1084	0	522	0	0	0	0	2.909	1
N = 2550	D = 0.96	GLP	8235	0	0	0	0	347	597	0	0	1084	0	522	0	0	0	0	1.430	1
N = 2550	D = 0.96	GnB	5	317	36	290	123	160	356	7	3	500	7	241	2	176	325	0	6.118	1
N = 2550	D = 1.00	RTS	16	718	86	55	0	0	0	0	0	1132	0	559	0	0	0	0	2.898	1
N = 2550	D = 1.00	GLP	8292	0	0	0	0	374	485	0	0	1132	0	559	0	0	0	0	1.379	1
N = 2550	D = 1.00	GnB	5	311	37	287	142	162	362	7	3	490	7	242	2	173	317	0	6.120	1
N = 2550	D = 1.04	RTS	15	748	24	0	0	0	0	0	0	1181	0	597	0	0	0	0	2.334	1
