Radio 1: TH=1729.800049, ETX=1.300000, Esw=0.192721, Tsw=0.841000, Prb=0.577600, Eta=0.000054
Radio 2: TH=1377.800049, ETX=1.300000, Esw=0.553536, Tsw=0.841000, Prb=0.136900, Eta=0.000097
Radio 3: TH=33.799999, ETX=1.100000, Esw=0.568516, Tsw=0.900000, Prb=0.774400, Eta=0.000082
Radio 4: TH=1185.800049, ETX=1.200000, Esw=0.027556, Tsw=0.729000, Prb=0.012100, Eta=0.000022
Radio 5: TH=1312.199951, ETX=1.800000, Esw=0.045796, Tsw=0.064000, Prb=0.025600, Eta=0.000043
Radio 6: TH=12.800000, ETX=1.700000, Esw=0.024964, Tsw=0.064000, Prb=0.774400, Eta=0.000033
Radio 7: TH=520.200012, ETX=1.900000, Esw=0.142129, Tsw=0.196000, Prb=0.504100, Eta=0.000065
Radio 8: TH=1656.199951, ETX=1.200000, Esw=0.992016, Tsw=0.676000, Prb=0.115600, Eta=0.000036
N = 1360	D = 0.80	RTS	22	0	0	0	75	869	0	232	184	1.569	1
N = 1360	D = 0.80	GLP	11532	0	0	0	0	0	0	0	0	0.000	1
N = 1360	D = 0.80	GnB	7	0	0	0	72	831	8	270	176	2.115	1
N = 1360	D = 0.84	RTS	18	0	0	0	118	916	0	82	244	1.418	1
N = 1360	D = 0.84	GLP	11086	0	0	0	0	0	0	0	0	0.000	1
N = 1360	D = 0.84	GnB	7	0	0	0	101	783	7	257	209	2.040	1
N = 1360	D = 0.88	RTS	57	0	0	0	161	963	0	0	236	1.191	1
N = 1360	D = 0.88	GLP	13486	0	0	0	161	963	0	236	0	0.573	1
N = 1360	D = 0.88	GnB	7	44	35	0	117	701	6	233	221	2.719	1
N = 1360	D = 0.92	RTS	18	0	0	0	203	1010	0	0	147	1.187	1
N = 1360	D = 0.92	GLP	13175	0	0	0	203	1010	0	147	0	0.481	1
N = 1360	D = 0.92	GnB	8	77	61	0	129	639	6	214	230	2.713	1
N = 1360	D = 0.96	RTS	63	0	0	0	246	1058	0	0	56	1.183	1
N = 1360	D = 0.96	GLP	14091	0	0	0	246	1058	0	56	0	0.388	1
N = 1360	D = 0.96	GnB	7	103	82	1	137	592	5	200	236	3.241	1
N = 1360	D = 1.00	RTS	67	0	0	0	289	1071	0	0	0	0.188	1
