Radio 1: TH=1729.800049, ETX=1.900000, Esw=0.966289, Tsw=0.361000, Prb=0.705600, Eta=0.000009
Radio 2: TH=105.800003, ETX=1.500000, Esw=0.515524, Tsw=0.784000, Prb=0.057600, Eta=0.000087
N = 184	D = 0.60	RTS	7	184	0	1.044	1
N = 184	D = 0.60	GLP	5976	0	0	0.000	1
N = 184	D = 0.60	GnB	3	184	0	1.044	1
N = 184	D = 0.64	RTS	5	184	0	1.044	1
N = 184	D = 0.64	GLP	5570	0	0	0.000	1
N = 184	D = 0.64	GnB	3	184	0	1.044	1
N = 184	D = 0.68	RTS	5	184	0	1.044	1
N = 184	D = 0.68	GLP	5513	0	0	0.000	1
N = 184	D = 0.68	GnB	3	184	0	1.044	1
N = 184	D = 0.72	RTS	5	184	0	1.044	1
N = 184	D = 0.72	GLP	5658	0	0	0.000	1
N = 184	D = 0.72	GnB	2	184	0	1.044	1
N = 184	D = 0.76	RTS	5	184	0	1.044	1
N = 184	D = 0.76	GLP	5714	0	0	0.000	1
N = 184	D = 0.76	GnB	3	184	0	1.044	1
N = 184	D = 0.80	RTS	5	184	0	1.044	1
N = 184	D = 0.80	GLP	6407	184	0	1.044	1
N = 184	D = 0.80	GnB	3	183	0	1.044	1
N = 184	D = 0.84	RTS	6	184	0	1.044	1
N = 184	D = 0.84	GLP	6355	184	0	1.044	1
N = 184	D = 0.84	GnB	4	182	1	1.560	1
N = 184	D = 0.88	RTS	6	184	0	1.044	1
N = 184	D = 0.88	GLP	6304	184	0	1.044	1
N = 184	D = 0.88	GnB	3	181	2	1.560	1
N = 184	D = 0.92	RTS	5	184	0	1.044	1
N = 184	D = 0.92	GLP	6516	184	0	1.044	1
N = 184	D = 0.92	GnB	3	181	2	1.560	1
N = 184	D = 0.96	RTS	6	184	0	1.044	1
N = 184	D = 0.96	GLP	6428	184	0	1.044	1
N = 184	D = 0.96	GnB	3	180	3	1.560	1
N = 184	D = 1.00	RTS	6	184	0	1.044	1
N = 184	D = 1.00	GLP	6511	184	0	1.044	1
N = 184	D = 1.00	GnB	3	180	3	1.560	1
N = 184	D = 1.04	RTS	5	184	0	1.044	1
N = 184	D = 1.04	GLP	6270	184	0	1.044	1
N = 184	D = 1.04	GnB	4	179	4	1.561	1
N = 340	D = 1.44	RTS	6	340	0	1.111	1
N = 340	D = 1.44	GLP	6466	340	0	1.111	1
N = 340	D = 1.44	GnB	3	327	12	1.629	1
N = 432	D = 1.44	RTS	5	432	0	1.150	1
N = 432	D = 1.44	GLP	6509	432	0	1.150	1
N = 432	D = 1.44	GnB	3	416	15	1.669	1
N = 524	D = 1.44	RTS	6	524	0	1.189	1
N = 524	D = 1.44	GLP	6681	524	0	1.189	1
N = 524	D = 1.44	GnB	3	505	18	1.709	1
N = 616	D = 1.44	RTS	7	616	0	1.228	1
N = 616	D = 1.44	GLP	6399	616	0	1.228	1
N = 616	D = 1.44	GnB	3	593	22	1.749	1
N = 708	D = 1.44	RTS	6	708	0	1.267	1
N = 708	D = 1.44	GLP	6284	708	0	1.267	1
N = 708	D = 1.44	GnB	3	682	25	1.789	1
N = 800	D = 1.44	RTS	6	800	0	1.306	1
N = 800	D = 1.44	GLP	6408	800	0	1.306	1
N = 800	D = 1.44	GnB	3	771	28	1.828	1
N = 892	D = 1.44	RTS	5	892	0	1.345	1
N = 892	D = 1.44	GLP	6316	892	0	1.345	1
N = 892	D = 1.44	GnB	3	860	31	1.868	1
N = 984	D = 1.44	RTS	5	984	0	1.384	1
N = 984	D = 1.44	GLP	6249	984	0	1.384	1
N = 984	D = 1.44	GnB	3	948	35	1.908	1
N = 1076	D = 1.44	RTS	5	1076	0	1.424	1
N = 1076	D = 1.44	GLP	6438	1076	0	1.424	1
N = 1076	D = 1.44	GnB	2	1037	38	1.948	1
N = 1168	D = 1.44	RTS	5	1168	0	1.463	1
N = 1168	D = 1.44	GLP	6304	1168	0	1.463	1
N = 1168	D = 1.44	GnB	3	1126	41	1.988	1
N = 1260	D = 1.44	RTS	5	1260	0	1.502	1
N = 1260	D = 1.44	GLP	6273	1260	0	1.502	1
N = 1260	D = 1.44	GnB	3	1214	45	2.028	1
N = 1352	D = 1.44	RTS	5	1352	0	1.541	1
N = 1352	D = 1.44	GLP	6624	1352	0	1.541	1
N = 1352	D = 1.44	GnB	3	1303	48	2.068	1
