Radio 1: TH=1377.800049, ETX=1.300000, Esw=0.000001, Tsw=0.004000, Prb=0.067600, Eta=0.000078
Radio 2: TH=768.799988, ETX=1.200000, Esw=0.005625, Tsw=0.121000, Prb=0.688900, Eta=0.000098
Radio 3: TH=1312.199951, ETX=1.500000, Esw=0.046656, Tsw=0.100000, Prb=0.016900, Eta=0.000035
Radio 4: TH=1920.800049, ETX=1.100000, Esw=0.064516, Tsw=0.900000, Prb=0.115600, Eta=0.000011
Radio 5: TH=33.799999, ETX=1.600000, Esw=0.032041, Tsw=0.784000, Prb=0.044100, Eta=0.000018
Radio 6: TH=64.800003, ETX=1.200000, Esw=0.080089, Tsw=0.900000, Prb=0.220900, Eta=0.000008
Radio 7: TH=441.799988, ETX=1.900000, Esw=0.964324, Tsw=0.169000, Prb=0.000400, Eta=0.000017
Radio 8: TH=96.800003, ETX=1.300000, Esw=0.678976, Tsw=0.841000, Prb=0.202500, Eta=0.000036
Radio 9: TH=115.199997, ETX=1.200000, Esw=0.042849, Tsw=0.729000, Prb=0.001600, Eta=0.000092
Radio 10: TH=304.200012, ETX=1.600000, Esw=0.021904, Tsw=0.729000, Prb=0.409600, Eta=0.000068
Radio 11: TH=231.199997, ETX=1.200000, Esw=0.178929, Tsw=0.049000, Prb=0.291600, Eta=0.000021
Radio 12: TH=1155.199951, ETX=1.000000, Esw=0.960400, Tsw=0.900000, Prb=0.062500, Eta=0.000081
Radio 13: TH=135.199997, ETX=1.600000, Esw=0.509796, Tsw=0.081000, Prb=0.122500, Eta=0.000058
Radio 14: TH=1411.199951, ETX=1.900000, Esw=0.565504, Tsw=0.004000, Prb=0.739600, Eta=0.000056
N = 2380	D = 0.80	RTS	32	987	0	826	0	0	0	250	0	7	0	0	0	0	310	2.026	1
N = 2380	D = 0.80	GLP	12215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2380	D = 0.80	GnB	10	615	292	515	0	0	0	156	0	4	12	97	0	54	630	3.357	1
N = 2380	D = 0.84	RTS	28	1036	0	873	0	0	0	266	0	11	0	0	0	0	194	1.965	1
N = 2380	D = 0.84	GLP	11905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2380	D = 0.84	GnB	9	611	293	515	0	1	0	157	0	6	17	97	0	54	625	3.395	1
N = 2380	D = 0.88	RTS	29	1086	0	921	0	0	0	282	0	15	0	0	0	0	76	1.902	1
N = 2380	D = 0.88	GLP	9310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2380	D = 0.88	GnB	5	606	293	514	0	1	0	157	1	8	23	96	0	54	621	4.081	1
N = 2380	D = 0.92	RTS	16	1041	0	968	34	0	0	298	0	19	0	0	20	0	0	2.316	1
N = 2380	D = 0.92	GLP	7718	1135	277	968	0	0	0	0	0	0	0	0	0	0	0	0.567	1
N = 2380	D = 0.92	GnB	6	595	289	507	18	2	0	156	3	10	27	94	10	53	609	5.102	1
N = 2380	D = 0.96	RTS	15	863	0	1015	103	0	0	314	0	23	0	0	62	0	0	2.304	1
N = 2380	D = 0.96	GLP	8636	1185	77	1015	103	0	0	0	0	0	0	0	0	0	0	0.447	1
N = 2380	D = 0.96	GnB	6	578	283	495	50	2	1	153	5	11	30	92	30	52	592	5.176	1
N = 2380	D = 1.00	RTS	15	685	0	1062	172	0	0	330	0	28	0	0	103	0	0	2.292	1
N = 2380	D = 1.00	GLP	8019	1146	0	1062	172	0	0	0	0	0	0	0	0	0	0	0.365	1
N = 2380	D = 1.00	GnB	6	563	277	484	78	2	2	150	6	12	33	90	47	51	577	5.168	1
N = 2380	D = 1.04	RTS	15	505	0	1110	242	0	0	346	0	32	0	0	145	0	0	2.280	1
N = 2380	D = 1.04	GLP	7786	1270	0	1110	0	0	0	0	0	0	0	0	0	0	0	0.310	1
N = 2380	D = 1.04	GnB	6	550	272	475	103	3	3	148	7	13	36	88	62	50	563	5.163	1
N = 2380	D = 1.08	RTS	15	327	0	1157	311	0	0	362	0	36	0	0	187	0	0	2.268	1
N = 2380	D = 1.08	GLP	7755	1223	0	1157	0	0	0	0	0	0	0	0	0	0	0	0.306	1
N = 2380	D = 1.08	GnB	6	539	268	467	125	3	4	146	8	14	38	86	75	49	552	5.158	1
N = 2380	D = 1.12	RTS	15	150	0	1204	380	0	0	378	0	40	0	0	228	0	0	2.256	1
N = 2380	D = 1.12	GLP	7839	1176	0	1204	0	0	0	0	0	0	0	0	0	0	0	0.302	1
N = 2380	D = 1.12	GnB	5	528	264	460	145	3	4	144	9	15	40	85	87	48	541	5.151	1
N = 2380	D = 1.16	RTS	16	0	0	1251	449	0	0	394	0	44	0	0	242	0	0	2.244	1
N = 2380	D = 1.16	GLP	7706	1129	0	1251	0	0	0	0	0	0	0	0	0	0	0	0.298	1
N = 2380	D = 1.16	GnB	5	519	260	453	162	4	5	142	10	16	42	83	97	47	532	5.148	1
N = 2380	D = 1.20	RTS	16	0	0	1299	518	0	0	409	0	48	0	0	106	0	0	2.235	1
N = 2380	D = 1.20	GLP	7812	1081	0	1299	0	0	0	0	0	0	0	0	0	0	0	0.294	1
N = 2380	D = 1.20	GnB	5	511	257	447	178	4	6	141	10	16	44	82	107	46	523	5.145	1
N = 2380	D = 1.24	RTS	15	0	0	1346	587	0	0	425	0	22	0	0	0	0	0	1.266	1
N = 2380	D = 1.24	GLP	7700	1034	0	1346	0	0	0	0	0	0	0	0	0	0	0	0.290	1
N = 2380	D = 1.24	GnB	6	503	254	442	193	4	6	139	11	17	45	81	116	46	516	5.140	1
N = 2380	D = 1.44	RTS	15	0	0	1582	293	0	0	505	0	0	0	0	0	0	0	1.217	1
N = 2380	D = 1.44	GLP	8196	798	0	1582	0	0	0	0	0	0	0	0	0	0	0	0.270	1
N = 2380	D = 1.44	GnB	5	474	243	421	248	5	8	134	13	19	51	77	149	44	486	5.127	1
N = 3024	D = 1.44	RTS	15	0	0	1582	933	0	0	505	0	4	0	0	0	0	0	1.306	1
N = 3024	D = 1.44	GLP	7802	509	0	1582	933	0	0	0	0	0	0	0	0	0	0	0.359	1
N = 3024	D = 1.44	GnB	5	603	309	536	316	6	10	171	17	24	65	98	190	56	617	5.392	1
N = 3668	D = 1.44	RTS	15	14	0	1582	933	0	0	505	0	73	0	0	561	0	0	2.353	1
N = 3668	D = 1.44	GLP	7761	1153	0	1582	933	0	0	0	0	0	0	0	0	0	0	0.456	1
N = 3668	D = 1.44	GnB	5	731	375	650	383	8	12	207	21	30	79	118	230	67	749	5.656	1
N = 4312	D = 1.44	RTS	15	658	0	1582	933	0	0	505	0	73	0	0	561	0	0	2.450	1
N = 4312	D = 1.44	GLP	8549	1780	17	1582	933	0	0	0	0	0	0	0	0	0	0	0.573	1
N = 4312	D = 1.44	GnB	5	860	440	764	450	9	15	244	25	35	94	139	271	79	880	5.925	1
N = 4956	D = 1.44	RTS	14	1302	0	1582	933	0	0	505	0	73	0	0	561	0	0	2.547	1
N = 4956	D = 1.44	GLP	8035	1780	588	1582	933	0	0	0	0	73	0	0	0	0	0	1.203	1
N = 4956	D = 1.44	GnB	5	988	506	878	518	11	17	280	28	40	108	160	311	91	1012	6.189	1
N = 5600	D = 1.44	RTS	15	1780	0	1582	933	0	0	505	0	73	0	0	561	0	166	3.289	1
N = 5600	D = 1.44	GLP	8322	1780	0	1582	933	0	0	0	0	0	0	0	0	0	1305	1.938	1
N = 5600	D = 1.44	GnB	5	1117	572	992	585	12	19	317	32	46	122	181	352	103	1144	6.454	1
N = 6244	D = 1.44	RTS	15	1780	0	1582	933	0	0	505	0	73	0	0	561	0	810	3.695	1
N = 6244	D = 1.44	GLP	7867	1780	53	1582	933	0	0	0	0	73	0	0	0	0	1823	2.376	1
N = 6244	D = 1.44	GnB	6	1245	638	1106	652	13	22	353	36	51	136	202	392	115	1275	6.722	1
N = 6888	D = 1.44	RTS	16	1780	0	1582	933	0	0	505	0	73	0	0	561	0	1454	4.101	1
N = 6888	D = 1.44	GLP	7807	1780	697	1582	933	0	0	0	0	73	0	0	0	0	1823	3.029	1
N = 6888	D = 1.44	GnB	5	1373	704	1221	720	15	24	389	40	56	150	223	433	127	1407	6.989	1
N = 7532	D = 1.44	RTS	15	1780	110	1582	933	0	0	505	0	73	0	0	561	165	1823	5.126	1
N = 7532	D = 1.44	GLP	8403	1780	912	1582	933	0	0	0	0	73	140	289	0	0	1823	4.023	1
N = 7532	D = 1.44	GnB	6	1502	770	1335	787	16	26	426	44	62	164	244	473	139	1538	7.253	1
N = 8176	D = 1.44	RTS	16	1780	754	1582	933	0	0	505	0	73	0	0	561	165	1823	5.779	1
N = 8176	D = 1.44	GLP	8452	1780	912	1582	933	0	0	505	0	73	7	0	561	0	1823	5.296	1
N = 8176	D = 1.44	GnB	5	1630	835	1449	854	18	28	462	47	67	178	265	514	151	1670	7.517	1
N = 8820	D = 1.44	RTS	16	1780	912	1582	933	19	0	505	0	73	178	289	561	165	1823	6.828	1
