Radio 1: TH=1960.199951, ETX=1.200000, Esw=0.145924, Tsw=0.324000, Prb=0.025600, Eta=0.000033
Radio 2: TH=5.000000, ETX=1.000000, Esw=0.178929, Tsw=0.900000, Prb=0.211600, Eta=0.000031
Radio 3: TH=1584.199951, ETX=1.800000, Esw=0.746496, Tsw=0.081000, Prb=0.828100, Eta=0.000065
Radio 4: TH=57.799999, ETX=1.100000, Esw=0.919681, Tsw=0.324000, Prb=0.230400, Eta=0.000087
Radio 5: TH=1445.000000, ETX=1.100000, Esw=0.705600, Tsw=0.400000, Prb=0.036100, Eta=0.000046
N = 850	D = 0.80	RTS	18	839	0	11	0	0	0.944	1
N = 850	D = 0.80	GLP	12762	839	0	0	0	11	0.897	1
N = 850	D = 0.80	GnB	6	296	0	361	8	183	2.811	1
N = 850	D = 0.84	RTS	10	850	0	0	0	0	0.191	1
N = 850	D = 0.84	GLP	11748	850	0	0	0	0	0.191	1
N = 850	D = 0.84	GnB	4	850	0	0	0	0	0.191	1
N = 850	D = 0.88	RTS	11	850	0	0	0	0	0.191	1
N = 850	D = 0.88	GLP	11850	850	0	0	0	0	0.191	1
N = 850	D = 0.88	GnB	4	850	0	0	0	0	0.191	1
N = 850	D = 0.92	RTS	10	850	0	0	0	0	0.191	1
N = 850	D = 0.92	GLP	12129	850	0	0	0	0	0.191	1
N = 850	D = 0.92	GnB	4	850	0	0	0	0	0.191	1
N = 850	D = 0.96	RTS	10	850	0	0	0	0	0.191	1
N = 850	D = 0.96	GLP	7262	850	0	0	0	0	0.191	1
N = 850	D = 0.96	GnB	3	850	0	0	0	0	0.191	1
N = 850	D = 1.00	RTS	6	850	0	0	0	0	0.191	1
N = 850	D = 1.00	GLP	6536	850	0	0	0	0	0.191	1
N = 850	D = 1.00	GnB	3	850	0	0	0	0	0.191	1
N = 850	D = 1.04	RTS	7	850	0	0	0	0	0.191	1
N = 850	D = 1.04	GLP	6584	850	0	0	0	0	0.191	1
N = 850	D = 1.04	GnB	3	850	0	0	0	0	0.191	1
N = 850	D = 1.08	RTS	6	850	0	0	0	0	0.191	1
N = 850	D = 1.08	GLP	6525	850	0	0	0	0	0.191	1
N = 850	D = 1.08	GnB	2	850	0	0	0	0	0.191	1
N = 850	D = 1.12	RTS	7	850	0	0	0	0	0.191	1
N = 850	D = 1.12	GLP	6598	850	0	0	0	0	0.191	1
N = 850	D = 1.12	GnB	2	850	0	0	0	0	0.191	1
N = 850	D = 1.16	RTS	7	850	0	0	0	0	0.191	1
N = 850	D = 1.16	GLP	6510	850	0	0	0	0	0.191	1
N = 850	D = 1.16	GnB	3	850	0	0	0	0	0.191	1
N = 850	D = 1.20	RTS	6	850	0	0	0	0	0.191	1
N = 850	D = 1.20	GLP	6630	850	0	0	0	0	0.191	1
N = 850	D = 1.20	GnB	3	850	0	0	0	0	0.191	1
N = 850	D = 1.24	RTS	7	850	0	0	0	0	0.191	1
N = 850	D = 1.24	GLP	6558	850	0	0	0	0	0.191	1
N = 850	D = 1.24	GnB	2	850	0	0	0	0	0.191	1
N = 850	D = 1.44	RTS	6	850	0	0	0	0	0.191	1
N = 850	D = 1.44	GLP	6702	850	0	0	0	0	0.191	1
N = 850	D = 1.44	GnB	2	850	0	0	0	0	0.191	1
N = 1080	D = 1.44	RTS	7	1080	0	0	0	0	0.203	1
N = 1080	D = 1.44	GLP	6463	1080	0	0	0	0	0.203	1
N = 1080	D = 1.44	GnB	2	1080	0	0	0	0	0.203	1
N = 1310	D = 1.44	RTS	7	1310	0	0	0	0	0.215	1
N = 1310	D = 1.44	GLP	6664	1310	0	0	0	0	0.215	1
N = 1310	D = 1.44	GnB	2	1310	0	0	0	0	0.215	1
N = 1540	D = 1.44	RTS	7	1540	0	0	0	0	0.227	1
