N = 1540	D = 1.44	GLP	6702	1540	0	0	0	0	0.227	1
N = 1540	D = 1.44	GnB	2	1540	0	0	0	0	0.227	1
N = 1770	D = 1.44	RTS	7	1770	0	0	0	0	0.239	1
N = 1770	D = 1.44	GLP	6748	1770	0	0	0	0	0.239	1
N = 1770	D = 1.44	GnB	2	1770	0	0	0	0	0.239	1
N = 2000	D = 1.44	RTS	8	1968	0	0	0	32	0.958	1
N = 2000	D = 1.44	GLP	7262	1968	0	0	0	32	0.958	1
N = 2000	D = 1.44	GnB	3	740	0	728	21	508	3.147	1
N = 2230	D = 1.44	RTS	9	1968	0	0	0	262	0.975	1
N = 2230	D = 1.44	GLP	7196	1968	0	0	0	262	0.975	1
N = 2230	D = 1.44	GnB	3	825	1	812	24	566	3.443	1
N = 2460	D = 1.44	RTS	9	1968	0	0	0	492	0.992	1
N = 2460	D = 1.44	GLP	7003	1968	0	0	0	492	0.992	1
N = 2460	D = 1.44	GnB	3	910	1	896	26	625	3.513	1
N = 2690	D = 1.44	RTS	8	1968	0	0	0	722	1.010	1
N = 2690	D = 1.44	GLP	7022	1968	0	0	0	722	1.010	1
N = 2690	D = 1.44	GnB	4	995	1	979	29	683	3.588	1
N = 2920	D = 1.44	RTS	9	1968	0	0	0	952	1.027	1
N = 2920	D = 1.44	GLP	6819	1968	0	0	0	952	1.027	1
N = 2920	D = 1.44	GnB	3	1080	1	1063	31	742	3.659	1
N = 3150	D = 1.44	RTS	9	1968	0	0	0	1182	1.044	1
N = 3150	D = 1.44	GLP	6744	1968	0	0	0	1182	1.044	1
N = 3150	D = 1.44	GnB	4	1165	1	1147	34	800	3.733	1
N = 3380	D = 1.44	RTS	9	1968	0	60	0	1352	1.842	1
N = 3380	D = 1.44	GLP	6742	1968	0	60	0	1352	1.842	1
N = 3380	D = 1.44	GnB	4	1250	1	1231	36	859	3.804	1
