Radio 1: TH=1729.800049, ETX=1.600000, Esw=0.707281, Tsw=0.576000, Prb=0.122500, Eta=0.000087
Radio 2: TH=0.800000, ETX=1.500000, Esw=0.659344, Tsw=0.625000, Prb=0.057600, Eta=0.000059
Radio 3: TH=352.799988, ETX=1.400000, Esw=0.379456, Tsw=0.361000, Prb=0.102400, Eta=0.000041
Radio 4: TH=1125.000000, ETX=1.700000, Esw=0.558009, Tsw=0.576000, Prb=0.090000, Eta=0.000022
N = 680	D = 0.80	RTS	16	348	0	106	226	1.781	1
N = 680	D = 0.80	GLP	11871	348	0	106	226	1.781	1
N = 680	D = 0.80	GnB	6	331	0	132	215	1.785	1
N = 680	D = 0.84	RTS	11	411	0	2	267	1.763	1
N = 680	D = 0.84	GLP	11477	411	0	2	267	1.763	1
N = 680	D = 0.84	GnB	6	336	0	124	218	1.784	1
N = 680	D = 0.88	RTS	12	373	0	0	307	1.380	1
N = 680	D = 0.88	GLP	11665	373	0	0	307	1.380	1
N = 680	D = 0.88	GnB	6	340	0	118	221	1.783	1
N = 680	D = 0.92	RTS	12	332	0	0	348	1.376	1
N = 680	D = 0.92	GLP	8498	535	0	145	0	1.250	1
N = 680	D = 0.92	GnB	3	343	0	113	223	1.782	1
N = 680	D = 0.96	RTS	9	292	0	0	388	1.372	1
N = 680	D = 0.96	GLP	6624	597	0	83	0	1.241	1
N = 680	D = 0.96	GnB	3	345	0	109	224	1.781	1
N = 680	D = 1.00	RTS	7	251	0	0	429	1.368	1
N = 680	D = 1.00	GLP	6507	660	0	20	0	1.232	1
N = 680	D = 1.00	GnB	4	347	0	106	225	1.781	1
N = 680	D = 1.04	RTS	7	680	0	0	0	0.850	1
N = 680	D = 1.04	GLP	6455	680	0	0	0	0.850	1
N = 680	D = 1.04	GnB	3	348	0	104	226	1.781	1
N = 680	D = 1.08	RTS	7	680	0	0	0	0.850	1
N = 680	D = 1.08	GLP	6855	680	0	0	0	0.850	1
N = 680	D = 1.08	GnB	3	350	0	101	227	1.780	1
N = 680	D = 1.12	RTS	7	680	0	0	0	0.850	1
N = 680	D = 1.12	GLP	6625	680	0	0	0	0.850	1
N = 680	D = 1.12	GnB	3	351	0	99	228	1.780	1
N = 680	D = 1.16	RTS	7	680	0	0	0	0.850	1
N = 680	D = 1.16	GLP	6677	680	0	0	0	0.850	1
N = 680	D = 1.16	GnB	3	352	0	98	229	1.780	1
N = 680	D = 1.20	RTS	7	680	0	0	0	0.850	1
N = 680	D = 1.20	GLP	6778	680	0	0	0	0.850	1
N = 680	D = 1.20	GnB	3	353	0	96	229	1.779	1
N = 680	D = 1.24	RTS	7	680	0	0	0	0.850	1
N = 680	D = 1.24	GLP	6618	680	0	0	0	0.850	1
N = 680	D = 1.24	GnB	3	354	0	95	230	1.779	1
N = 680	D = 1.44	RTS	7	0	0	0	680	0.638	1
N = 680	D = 1.44	GLP	6530	0	0	0	680	0.638	1
N = 680	D = 1.44	GnB	3	356	0	90	232	1.778	1
N = 864	D = 1.44	RTS	6	0	0	0	864	0.659	1
N = 864	D = 1.44	GLP	6431	0	0	0	864	0.659	1
N = 864	D = 1.44	GnB	3	0	0	0	864	0.659	1
N = 1048	D = 1.44	RTS	7	1048	0	0	0	0.927	1
N = 1048	D = 1.44	GLP	6694	1048	0	0	0	0.927	1
N = 1048	D = 1.44	GnB	3	549	0	140	357	1.851	1
N = 1232	D = 1.44	RTS	8	1232	0	0	0	0.966	1
N = 1232	D = 1.44	GLP	6390	1232	0	0	0	0.966	1
N = 1232	D = 1.44	GnB	4	646	0	164	420	1.887	1
N = 1416	D = 1.44	RTS	7	542	0	0	874	1.482	1
N = 1416	D = 1.44	GLP	6585	1345	0	71	0	1.394	1
N = 1416	D = 1.44	GnB	3	743	0	189	483	1.923	1
N = 1600	D = 1.44	RTS	8	726	0	0	874	1.520	1
N = 1600	D = 1.44	GLP	6583	1345	0	255	0	1.458	1
N = 1600	D = 1.44	GnB	3	839	0	213	546	1.959	1
N = 1784	D = 1.44	RTS	9	910	0	0	874	1.559	1
N = 1784	D = 1.44	GLP	6512	910	0	0	874	1.559	1
N = 1784	D = 1.44	GnB	4	936	0	238	608	1.995	1
N = 1968	D = 1.44	RTS	7	1094	0	0	874	1.598	1
N = 1968	D = 1.44	GLP	6351	1094	0	0	874	1.598	1
N = 1968	D = 1.44	GnB	3	1032	0	263	671	2.032	1
N = 2152	D = 1.44	RTS	7	1278	0	0	874	1.636	1
N = 2152	D = 1.44	GLP	6293	1278	0	0	874	1.636	1
N = 2152	D = 1.44	GnB	3	1129	0	287	734	2.068	1
N = 2336	D = 1.44	RTS	7	1345	0	117	874	2.071	1
N = 2336	D = 1.44	GLP	6357	1345	0	117	874	2.071	1
N = 2336	D = 1.44	GnB	3	1225	0	312	797	2.104	1
N = 2520	D = 1.44	RTS	7	1345	0	301	874	2.134	1
N = 2520	D = 1.44	GLP	6313	1345	0	301	874	2.134	1
N = 2520	D = 1.44	GnB	3	1322	0	336	860	2.140	1
N = 2704	D = 1.44	RTS(G)	1	1419	0	361	922	2.177	0
N = 2704	D = 1.44	GLP(G)	1	1419	0	361	922	2.177	0
N = 2704	D = 1.44	GnB(G)	1	1419	0	361	922	2.177	0
