Radio 1: TH=819.200012, ETX=1.900000, Esw=0.840889, Tsw=0.081000, Prb=0.372100, Eta=0.000069
Radio 2: TH=405.000000, ETX=1.800000, Esw=0.174724, Tsw=0.144000, Prb=0.313600, Eta=0.000057
Radio 3: TH=649.799988, ETX=1.100000, Esw=0.670761, Tsw=0.196000, Prb=0.846400, Eta=0.000041
Radio 4: TH=1036.800049, ETX=1.500000, Esw=0.702244, Tsw=0.169000, Prb=0.067600, Eta=0.000095
Radio 5: TH=1411.199951, ETX=1.500000, Esw=0.804609, Tsw=0.064000, Prb=0.577600, Eta=0.000087
Radio 6: TH=45.000000, ETX=1.800000, Esw=0.021316, Tsw=0.196000, Prb=0.004900, Eta=0.000006
Radio 7: TH=540.799988, ETX=1.000000, Esw=0.009216, Tsw=0.081000, Prb=0.202500, Eta=0.000052
Radio 8: TH=1185.800049, ETX=1.000000, Esw=0.570025, Tsw=0.289000, Prb=0.067600, Eta=0.000098
Radio 9: TH=1513.800049, ETX=1.600000, Esw=0.263169, Tsw=0.025000, Prb=0.846400, Eta=0.000090
Radio 10: TH=1008.200012, ETX=1.600000, Esw=0.236196, Tsw=0.361000, Prb=0.019600, Eta=0.000061
Radio 11: TH=7.200000, ETX=1.000000, Esw=0.063001, Tsw=0.441000, Prb=0.409600, Eta=0.000057
Radio 12: TH=16.200001, ETX=1.400000, Esw=0.128881, Tsw=0.576000, Prb=0.122500, Eta=0.000003
Radio 13: TH=9.800000, ETX=1.200000, Esw=0.207936, Tsw=0.001000, Prb=0.008100, Eta=0.000081
N = 2210	D = 0.80	RTS	28	0	0	0	588	306	24	349	545	0	398	0	0	0	2.914	1
N = 2210	D = 0.80	GLP	14910	0	0	0	0	0	0	349	545	918	398	0	0	0	2.004	1
N = 2210	D = 0.80	GnB	10	232	105	155	258	410	10	153	239	463	174	1	1	3	5.921	1
N = 2210	D = 0.84	RTS	25	0	0	0	626	167	26	369	588	0	434	0	0	0	2.866	1
N = 2210	D = 0.84	GLP	14011	0	0	0	0	0	0	369	588	819	434	0	0	0	1.954	1
N = 2210	D = 0.84	GnB	5	231	104	155	258	407	10	152	243	459	179	1	1	3	5.916	1
N = 2210	D = 0.88	RTS	14	0	0	0	663	32	27	388	630	0	470	0	0	0	2.820	1
N = 2210	D = 0.88	GLP	8301	0	0	0	0	0	0	388	630	722	470	0	0	0	1.904	1
N = 2210	D = 0.88	GnB	5	230	104	156	259	404	10	151	246	455	184	1	1	3	5.913	1
N = 2210	D = 0.92	RTS	14	0	0	0	700	0	29	301	673	0	507	0	0	0	1.980	1
N = 2210	D = 0.92	GLP	8434	0	0	0	0	0	0	408	673	622	507	0	0	0	1.854	1
N = 2210	D = 0.92	GnB	5	229	104	156	259	402	10	151	249	451	187	1	1	3	5.910	1
N = 2210	D = 0.96	RTS	13	0	0	0	738	0	30	183	716	0	543	0	0	0	1.948	1
N = 2210	D = 0.96	GLP	7752	0	0	0	0	0	0	427	0	1240	543	0	0	0	1.626	1
N = 2210	D = 0.96	GnB	5	228	104	157	259	400	10	150	252	448	191	1	1	2	5.907	1
N = 2210	D = 1.00	RTS	13	0	0	0	775	0	32	66	758	0	579	0	0	0	1.917	1
N = 2210	D = 1.00	GLP	7940	0	0	0	0	0	0	447	0	1184	579	0	0	0	1.599	1
N = 2210	D = 1.00	GnB	5	227	104	157	260	398	10	150	254	445	194	1	2	2	5.912	1
N = 2210	D = 1.04	RTS	15	0	0	0	759	0	34	0	801	0	616	0	0	0	1.888	1
N = 2210	D = 1.04	GLP	8457	0	0	0	0	0	34	466	0	1094	616	0	0	0	1.574	1
N = 2210	D = 1.04	GnB	5	226	104	158	260	396	10	149	256	442	197	1	2	2	5.909	1
N = 2210	D = 1.08	RTS	14	0	0	0	679	0	35	0	844	0	652	0	0	0	1.882	1
N = 2210	D = 1.08	GLP	8570	0	0	0	0	0	35	486	0	1037	652	0	0	0	1.547	1
N = 2210	D = 1.08	GnB	5	225	104	158	260	395	10	148	258	440	199	1	2	2	5.907	1
N = 2210	D = 1.12	RTS	14	0	0	0	599	0	37	0	886	0	688	0	0	0	1.876	1
N = 2210	D = 1.12	GLP	8643	0	94	0	0	0	37	505	886	0	688	0	0	0	1.532	1
N = 2210	D = 1.12	GnB	5	225	104	158	260	393	10	148	260	438	202	1	2	2	5.905	1
N = 2210	D = 1.16	RTS	13	0	0	0	518	0	39	0	929	0	724	0	0	0	1.871	1
N = 2210	D = 1.16	GLP	8166	0	0	0	0	0	39	518	929	0	724	0	0	0	1.291	1
N = 2210	D = 1.16	GnB	5	224	104	159	260	392	11	148	262	436	204	1	2	2	5.905	1
N = 2210	D = 1.20	RTS	14	0	0	0	437	0	40	0	972	0	761	0	0	0	1.865	1
N = 2210	D = 1.20	GLP	7913	0	0	0	0	0	0	477	972	0	761	0	0	0	1.259	1
N = 2210	D = 1.20	GnB	5	223	104	159	260	391	11	147	263	434	206	1	2	2	5.902	1
N = 2210	D = 1.24	RTS	13	0	0	0	357	0	42	0	1014	0	797	0	0	0	1.859	1
N = 2210	D = 1.24	GLP	8129	0	0	0	0	0	0	399	1014	0	797	0	0	0	1.236	1
N = 2210	D = 1.24	GnB	6	223	104	159	261	390	11	147	265	432	208	1	2	2	5.901	1
N = 2210	D = 1.44	RTS	14	0	0	0	0	0	50	0	1181	0	979	0	0	0	1.131	1
N = 2210	D = 1.44	GLP	9739	0	0	0	0	0	0	3	1228	0	979	0	0	0	1.122	1
N = 2210	D = 1.44	GnB	5	221	104	160	261	385	11	145	271	425	216	1	2	2	5.894	1
N = 2808	D = 1.44	RTS	13	0	0	0	551	0	50	0	1228	0	979	0	0	0	1.955	1
N = 2808	D = 1.44	GLP	8152	0	0	0	0	0	0	601	1228	0	979	0	0	0	1.377	1
N = 2808	D = 1.44	GnB	5	280	132	203	332	490	14	185	344	540	274	1	3	3	6.208	1
N = 3406	D = 1.44	RTS	14	0	0	0	1149	0	50	0	1228	0	979	0	0	0	2.079	1
N = 3406	D = 1.44	GLP	10559	0	0	0	1185	0	0	14	1228	0	979	0	0	0	2.075	1
N = 3406	D = 1.44	GnB	5	340	160	247	403	594	17	224	417	655	332	2	4	4	6.579	1
N = 4004	D = 1.44	RTS	13	0	0	0	1185	0	50	562	1228	0	979	0	0	0	2.336	1
N = 4004	D = 1.44	GLP	8137	0	0	0	1185	0	0	612	1228	0	979	0	0	0	2.330	1
N = 4004	D = 1.44	GnB	5	400	188	290	474	698	20	264	491	770	391	2	5	5	6.893	1
N = 4602	D = 1.44	RTS	13	0	0	0	1185	499	50	661	1228	0	979	0	0	0	3.452	1
N = 4602	D = 1.44	GLP	8435	0	0	0	0	0	50	661	1228	1684	979	0	0	0	2.877	1
N = 4602	D = 1.44	GnB	5	460	217	334	545	803	23	303	564	885	449	2	5	5	7.200	1
N = 5200	D = 1.44	RTS	14	0	0	0	1185	1097	50	661	1228	0	979	0	0	0	3.775	1
N = 5200	D = 1.44	GLP	7890	0	0	0	1185	0	50	661	1228	1097	979	0	0	0	3.412	1
N = 5200	D = 1.44	GnB	5	520	245	377	615	907	26	343	637	1001	508	3	6	6	7.571	1
N = 5798	D = 1.44	RTS	14	0	0	0	1185	1695	50	661	1228	0	979	0	0	0	4.097	1
N = 5798	D = 1.44	GLP	7600	0	0	0	1185	0	50	661	1228	1695	979	0	0	0	3.833	1
N = 5798	D = 1.44	GnB	5	580	273	421	686	1011	29	382	711	1116	566	3	7	7	7.885	1
N = 6396	D = 1.44	RTS	14	546	0	0	1185	1747	50	661	1228	0	979	0	0	0	5.286	1
N = 6396	D = 1.44	GLP	8377	0	366	0	1185	0	50	661	1228	1927	979	0	0	0	4.492	1
N = 6396	D = 1.44	GnB	5	639	301	464	757	1116	32	422	784	1231	625	4	8	8	8.256	1
N = 6994	D = 1.44	RTS	14	1001	0	0	1185	1747	50	661	1228	143	979	0	0	0	5.916	1
N = 6994	D = 1.44	GLP	7952	0	0	0	1185	1747	50	661	1228	1144	979	0	0	0	5.193	1
N = 6994	D = 1.44	GnB	5	699	329	508	828	1220	35	461	857	1346	683	4	8	8	8.561	1
N = 7592	D = 1.44	RTS	14	1001	0	0	1185	1747	50	661	1228	741	979	0	0	0	6.337	1
N = 7592	D = 1.44	GLP	7913	0	0	0	1185	1747	50	661	1228	1742	979	0	0	0	5.614	1
N = 7592	D = 1.44	GnB	5	759	358	551	899	1324	38	501	931	1461	742	4	9	9	8.876	1
N = 8190	D = 1.44	RTS	13	1001	0	0	1185	1747	50	661	1228	1339	979	0	0	0	6.757	1
N = 8190	D = 1.44	GLP	7632	0	413	0	1185	1747	50	661	1228	1927	979	0	0	0	6.281	1
N = 8190	D = 1.44	GnB	5	819	386	594	969	1429	41	540	1004	1576	800	5	10	10	9.246	1
N = 8788	D = 1.44	RTS	14	1001	10	0	1185	1747	50	661	1228	1927	979	0	0	0	7.354	1
N = 8788	D = 1.44	GLP	8245	1001	10	0	1185	1747	50	661	1228	1927	979	0	0	0	7.354	1
N = 8788	D = 1.44	GnB	5	879	414	638	1040	1533	44	580	1077	1691	859	5	11	11	9.561	1
