Radio 1: TH=1248.199951, ETX=1.600000, Esw=0.101761, Tsw=0.529000, Prb=0.078400, Eta=0.000074
Radio 2: TH=952.200012, ETX=1.400000, Esw=0.662596, Tsw=0.784000, Prb=0.940900, Eta=0.000048
Radio 3: TH=0.800000, ETX=1.600000, Esw=0.687241, Tsw=0.004000, Prb=0.072900, Eta=0.000017
Radio 4: TH=245.000000, ETX=1.500000, Esw=0.148225, Tsw=0.016000, Prb=0.012100, Eta=0.000059
Radio 5: TH=39.200001, ETX=1.800000, Esw=0.014161, Tsw=0.784000, Prb=0.012100, Eta=0.000004
Radio 6: TH=28.799999, ETX=1.800000, Esw=0.386884, Tsw=0.100000, Prb=0.656100, Eta=0.000002
Radio 7: TH=627.200012, ETX=1.900000, Esw=0.343396, Tsw=0.361000, Prb=0.008100, Eta=0.000035
Radio 8: TH=952.200012, ETX=1.200000, Esw=0.851929, Tsw=0.081000, Prb=0.547600, Eta=0.000001
Radio 9: TH=845.000000, ETX=1.700000, Esw=0.586756, Tsw=0.100000, Prb=0.000900, Eta=0.000029
Radio 10: TH=720.000000, ETX=1.500000, Esw=0.896809, Tsw=0.324000, Prb=0.739600, Eta=0.000057
Radio 11: TH=1344.800049, ETX=1.600000, Esw=0.357604, Tsw=0.009000, Prb=0.067600, Eta=0.000078
N = 1870	D = 0.80	RTS	27	0	0	0	172	0	0	247	0	532	0	919	1.667	1
N = 1870	D = 0.80	GLP	14533	209	0	0	172	0	0	0	0	532	0	957	1.450	1
N = 1870	D = 0.80	GnB	9	179	8	0	101	0	10	146	363	313	181	564	5.155	1
N = 1870	D = 0.84	RTS	22	0	0	0	181	0	0	270	0	562	0	857	1.661	1
N = 1870	D = 0.84	GLP	14659	303	0	0	0	0	0	0	0	562	0	1005	1.305	1
N = 1870	D = 0.84	GnB	8	190	26	0	99	1	10	147	355	307	182	549	5.184	1
N = 1870	D = 0.88	RTS	22	0	0	0	190	0	0	292	0	593	0	795	1.654	1
N = 1870	D = 0.88	GLP	8829	334	0	0	190	0	0	292	0	0	0	1054	1.245	1
N = 1870	D = 0.88	GnB	5	200	41	0	96	1	10	149	348	301	183	536	5.196	1
N = 1870	D = 0.92	RTS	12	0	0	0	199	0	0	315	0	623	0	733	1.648	1
N = 1870	D = 0.92	GLP	9201	254	0	0	199	0	0	315	0	0	0	1102	1.242	1
N = 1870	D = 0.92	GnB	5	209	55	0	94	2	10	150	342	296	183	524	5.207	1
N = 1870	D = 0.96	RTS	12	0	0	0	208	0	0	338	0	654	0	670	1.642	1
N = 1870	D = 0.96	GLP	9162	381	0	0	0	0	0	338	0	0	0	1151	1.100	1
N = 1870	D = 0.96	GnB	4	216	67	0	93	2	9	151	336	292	184	514	5.194	1
N = 1870	D = 1.00	RTS	12	0	0	0	216	0	0	360	0	684	0	610	1.636	1
N = 1870	D = 1.00	GLP	7753	455	0	0	216	0	0	0	0	0	0	1199	0.930	1
N = 1870	D = 1.00	GnB	5	223	78	0	91	3	9	152	332	288	184	505	5.202	1
N = 1870	D = 1.04	RTS	12	0	0	0	225	0	0	383	0	714	0	548	1.629	1
N = 1870	D = 1.04	GLP	7995	398	0	0	225	0	0	0	0	0	0	1247	0.929	1
N = 1870	D = 1.04	GnB	5	229	87	0	90	3	9	152	328	285	185	498	5.210	1
N = 1870	D = 1.08	RTS	11	0	0	0	234	0	0	405	0	745	0	486	1.623	1
N = 1870	D = 1.08	GLP	7646	574	0	0	0	0	0	0	0	0	0	1296	0.790	1
