Radio 1: TH=39.200001, ETX=1.400000, Esw=0.000064, Tsw=0.004000, Prb=0.000100, Eta=0.000027
Radio 2: TH=320.000000, ETX=1.200000, Esw=0.731025, Tsw=0.361000, Prb=0.504100, Eta=0.000034
Radio 3: TH=1620.000000, ETX=1.100000, Esw=0.099225, Tsw=0.900000, Prb=0.184900, Eta=0.000068
Radio 4: TH=72.199997, ETX=1.600000, Esw=0.055696, Tsw=0.400000, Prb=0.168100, Eta=0.000071
Radio 5: TH=500.000000, ETX=1.100000, Esw=0.258064, Tsw=0.441000, Prb=0.040000, Eta=0.000069
Radio 6: TH=897.799988, ETX=1.400000, Esw=0.632025, Tsw=0.016000, Prb=0.774400, Eta=0.000095
Radio 7: TH=540.799988, ETX=1.600000, Esw=0.605284, Tsw=0.081000, Prb=0.722500, Eta=0.000048
Radio 8: TH=1692.800049, ETX=1.600000, Esw=0.657721, Tsw=0.324000, Prb=0.608400, Eta=0.000005
Radio 9: TH=135.199997, ETX=1.500000, Esw=0.103684, Tsw=0.121000, Prb=0.230400, Eta=0.000014
Radio 10: TH=1411.199951, ETX=1.600000, Esw=0.976144, Tsw=0.441000, Prb=0.040000, Eta=0.000007
Radio 11: TH=24.200001, ETX=1.700000, Esw=0.553536, Tsw=0.225000, Prb=0.409600, Eta=0.000031
Radio 12: TH=520.200012, ETX=1.400000, Esw=0.504100, Tsw=0.100000, Prb=0.062500, Eta=0.000046
Radio 13: TH=1248.199951, ETX=1.800000, Esw=0.029584, Tsw=0.361000, Prb=0.067600, Eta=0.000050
Radio 14: TH=1767.199951, ETX=1.200000, Esw=0.635209, Tsw=0.289000, Prb=0.025600, Eta=0.000044
N = 2380	D = 0.80	RTS	31	28	0	0	0	161	0	0	104	0	455	0	327	493	812	3.329	1
N = 2380	D = 0.80	GLP	12159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2380	D = 0.80	GnB	10	15	71	0	14	90	355	196	407	46	256	7	184	277	456	6.998	1
N = 2380	D = 0.84	RTS	27	29	0	0	0	179	0	0	0	0	506	0	252	538	876	2.635	1
N = 2380	D = 0.84	GLP	11723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2380	D = 0.84	GnB	10	15	71	0	14	93	347	192	409	45	264	6	180	280	456	6.967	1
N = 2380	D = 0.88	RTS	28	30	0	0	0	197	0	0	0	0	557	0	74	583	939	2.618	1
N = 2380	D = 0.88	GLP	11957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2380	D = 0.88	GnB	10	15	72	0	15	96	339	189	411	44	271	6	177	283	456	6.959	1
N = 2380	D = 0.92	RTS	28	32	0	0	0	110	0	0	0	0	608	0	0	627	1003	2.099	1
N = 2380	D = 0.92	GLP	14565	32	0	0	0	0	0	0	718	0	0	0	0	627	1003	1.746	1
N = 2380	D = 0.92	GnB	10	14	72	13	15	97	330	184	411	44	275	6	173	284	454	7.044	1
N = 2380	D = 0.96	RTS	29	33	0	0	0	0	0	0	0	0	659	0	0	621	1067	1.830	1
N = 2380	D = 0.96	GLP	11742	33	0	0	0	233	0	0	0	0	0	0	375	672	1067	1.703	1
N = 2380	D = 0.96	GnB	5	14	72	36	15	98	321	180	408	43	278	6	169	283	450	7.030	1
N = 2380	D = 1.00	RTS	15	35	0	0	0	0	0	0	0	0	709	0	0	506	1130	1.819	1
N = 2380	D = 1.00	GLP	9377	35	0	77	0	0	0	0	0	0	0	0	421	717	1130	1.541	1
N = 2380	D = 1.00	GnB	5	13	72	57	15	99	313	176	406	42	280	6	166	283	446	7.017	1
N = 2380	D = 1.04	RTS	15	36	0	0	0	0	0	0	0	0	760	0	0	390	1194	1.809	1
N = 2380	D = 1.04	GLP	8655	36	0	119	0	269	0	0	0	0	0	0	0	762	1194	1.278	1
N = 2380	D = 1.04	GnB	5	13	72	75	15	99	306	173	404	41	282	6	163	282	442	7.006	1
N = 2380	D = 1.08	RTS	16	37	0	0	0	0	0	0	0	0	811	0	0	274	1258	1.799	1
N = 2380	D = 1.08	GLP	9162	37	0	262	16	0	0	0	0	0	0	0	0	807	1258	1.111	1
N = 2380	D = 1.08	GnB	5	13	72	91	15	100	300	169	402	40	283	6	160	282	439	6.995	1
N = 2380	D = 1.12	RTS	16	39	0	0	0	0	0	0	0	0	862	0	0	158	1321	1.788	1
N = 2380	D = 1.12	GLP	7988	39	0	168	0	0	0	0	0	0	0	0	0	852	1321	1.009	1
N = 2380	D = 1.12	GnB	6	13	72	106	15	101	295	167	401	40	285	6	157	281	437	6.989	1
N = 2380	D = 1.16	RTS	15	40	0	0	0	0	0	0	0	0	913	0	0	42	1385	1.778	1
N = 2380	D = 1.16	GLP	8241	40	0	58	0	0	0	0	0	0	0	0	0	897	1385	0.999	1
N = 2380	D = 1.16	GnB	5	12	72	118	15	101	290	164	399	39	286	6	155	281	434	6.979	1
N = 2380	D = 1.20	RTS	15	42	0	0	0	0	0	0	0	0	963	0	0	0	1375	1.744	1
N = 2380	D = 1.20	GLP	8008	42	0	0	0	0	0	0	0	0	0	0	0	890	1448	0.892	1
N = 2380	D = 1.20	GnB	5	12	72	130	15	101	285	162	398	39	287	6	153	281	432	6.972	1
N = 2380	D = 1.24	RTS	15	43	0	0	0	0	0	0	0	0	1014	0	0	0	1323	1.742	1
N = 2380	D = 1.24	GLP	8170	43	0	0	0	0	0	0	0	0	0	0	0	825	1512	0.887	1
N = 2380	D = 1.24	GnB	5	12	72	141	15	102	281	160	397	38	288	6	151	281	430	6.965	1
N = 2380	D = 1.44	RTS	15	50	0	0	0	0	0	0	0	0	1268	0	0	0	1062	1.735	1
