Radio 1: TH=1344.800049, ETX=1.000000, Esw=0.497025, Tsw=0.196000, Prb=0.810000, Eta=0.000054
Radio 2: TH=1280.000000, ETX=1.300000, Esw=0.051076, Tsw=0.324000, Prb=0.176400, Eta=0.000013
Radio 3: TH=423.200012, ETX=1.800000, Esw=0.187489, Tsw=0.081000, Prb=0.000100, Eta=0.000037
Radio 4: TH=245.000000, ETX=1.000000, Esw=0.767376, Tsw=0.196000, Prb=0.184900, Eta=0.000081
N = 680	D = 0.80	RTS	9	680	0	0	0	0.943	1
N = 680	D = 0.80	GLP	6998	0	407	273	0	0.320	1
N = 680	D = 0.80	GnB	3	294	221	110	53	1.782	1
N = 680	D = 0.84	RTS	7	391	0	289	0	0.960	1
N = 680	D = 0.84	GLP	6895	0	391	289	0	0.318	1
N = 680	D = 0.84	GnB	3	293	223	108	53	1.781	1
N = 680	D = 0.88	RTS	8	376	0	304	0	0.952	1
N = 680	D = 0.88	GLP	6860	0	376	304	0	0.317	1
N = 680	D = 0.88	GnB	3	292	226	107	53	1.781	1
N = 680	D = 0.92	RTS	5	0	680	0	0	0.156	1
N = 680	D = 0.92	GLP	6480	0	680	0	0	0.156	1
N = 680	D = 0.92	GnB	2	0	680	0	0	0.156	1
N = 680	D = 0.96	RTS	7	0	680	0	0	0.156	1
N = 680	D = 0.96	GLP	6521	0	680	0	0	0.156	1
N = 680	D = 0.96	GnB	3	0	680	0	0	0.156	1
N = 680	D = 1.00	RTS	6	0	680	0	0	0.156	1
N = 680	D = 1.00	GLP	6513	0	680	0	0	0.156	1
N = 680	D = 1.00	GnB	3	0	680	0	0	0.156	1
N = 680	D = 1.04	RTS	6	0	680	0	0	0.156	1
N = 680	D = 1.04	GLP	6593	0	680	0	0	0.156	1
N = 680	D = 1.04	GnB	3	0	680	0	0	0.156	1
N = 680	D = 1.08	RTS	6	0	680	0	0	0.156	1
N = 680	D = 1.08	GLP	6674	0	680	0	0	0.156	1
N = 680	D = 1.08	GnB	2	0	680	0	0	0.156	1
N = 680	D = 1.12	RTS	6	0	680	0	0	0.156	1
N = 680	D = 1.12	GLP	6612	0	680	0	0	0.156	1
N = 680	D = 1.12	GnB	2	0	680	0	0	0.156	1
N = 680	D = 1.16	RTS	6	0	680	0	0	0.156	1
N = 680	D = 1.16	GLP	6467	0	680	0	0	0.156	1
N = 680	D = 1.16	GnB	3	0	680	0	0	0.156	1
N = 680	D = 1.20	RTS	6	0	680	0	0	0.156	1
N = 680	D = 1.20	GLP	6580	0	680	0	0	0.156	1
N = 680	D = 1.20	GnB	3	0	680	0	0	0.156	1
N = 680	D = 1.24	RTS	6	0	680	0	0	0.156	1
N = 680	D = 1.24	GLP	6546	0	680	0	0	0.156	1
N = 680	D = 1.24	GnB	2	0	680	0	0	0.156	1
N = 680	D = 1.44	RTS	4	0	680	0	0	0.156	1
N = 680	D = 1.44	GLP	6692	0	680	0	0	0.156	1
N = 680	D = 1.44	GnB	3	0	680	0	0	0.156	1
N = 864	D = 1.44	RTS	6	0	864	0	0	0.185	1
N = 864	D = 1.44	GLP	6555	0	864	0	0	0.185	1
N = 864	D = 1.44	GnB	2	0	864	0	0	0.185	1
N = 1048	D = 1.44	RTS	5	0	1048	0	0	0.213	1
N = 1048	D = 1.44	GLP	6496	0	1048	0	0	0.213	1
N = 1048	D = 1.44	GnB	2	0	1048	0	0	0.213	1
N = 1232	D = 1.44	RTS	5	0	1232	0	0	0.242	1
N = 1232	D = 1.44	GLP	6422	0	1232	0	0	0.242	1
N = 1232	D = 1.44	GnB	2	0	1232	0	0	0.242	1
N = 1416	D = 1.44	RTS	6	899	0	517	0	1.309	1
N = 1416	D = 1.44	GLP	6936	0	899	517	0	0.412	1
N = 1416	D = 1.44	GnB	3	594	508	204	108	2.075	1
N = 1600	D = 1.44	RTS	6	0	1083	517	0	0.441	1
N = 1600	D = 1.44	GLP	6960	0	1083	517	0	0.441	1
N = 1600	D = 1.44	GnB	3	672	574	231	122	2.150	1
N = 1784	D = 1.44	RTS	6	0	1267	517	0	0.469	1
N = 1784	D = 1.44	GLP	6621	0	1267	517	0	0.469	1
N = 1784	D = 1.44	GnB	3	749	640	257	136	2.224	1
N = 1968	D = 1.44	RTS	6	166	1285	517	0	1.078	1
N = 1968	D = 1.44	GLP	6919	166	1285	517	0	1.078	1
N = 1968	D = 1.44	GnB	4	826	706	284	150	2.299	1
N = 2152	D = 1.44	RTS	8	350	1285	517	0	1.199	1
N = 2152	D = 1.44	GLP	6502	350	1285	517	0	1.199	1
N = 2152	D = 1.44	GnB	3	904	772	310	164	2.373	1
N = 2336	D = 1.44	RTS	7	534	1285	517	0	1.319	1
N = 2336	D = 1.44	GLP	6530	534	1285	517	0	1.319	1
N = 2336	D = 1.44	GnB	3	981	838	337	178	2.448	1
N = 2520	D = 1.44	RTS	8	718	1285	517	0	1.440	1
N = 2520	D = 1.44	GLP	6545	718	1285	517	0	1.440	1
N = 2520	D = 1.44	GnB	4	1058	904	364	192	2.522	1
N = 2704	D = 1.44	RTS	9	902	1285	517	0	1.561	1
N = 2704	D = 1.44	GLP	6432	902	1285	517	0	1.561	1
N = 2704	D = 1.44	GnB	4	1136	970	390	206	2.597	1
