Radio 1: TH=0.200000, ETX=1.400000, Esw=0.023409, Tsw=0.484000, Prb=0.062500, Eta=0.000025
Radio 2: TH=1185.800049, ETX=1.500000, Esw=0.543169, Tsw=0.025000, Prb=0.240100, Eta=0.000016
Radio 3: TH=24.200001, ETX=1.200000, Esw=0.714025, Tsw=0.001000, Prb=0.129600, Eta=0.000039
Radio 4: TH=1767.199951, ETX=1.700000, Esw=0.003969, Tsw=0.144000, Prb=0.336400, Eta=0.000018
Radio 5: TH=897.799988, ETX=1.000000, Esw=0.001089, Tsw=0.441000, Prb=0.688900, Eta=0.000086
Radio 6: TH=605.000000, ETX=1.400000, Esw=0.000169, Tsw=0.049000, Prb=0.025600, Eta=0.000089
Radio 7: TH=192.199997, ETX=1.400000, Esw=0.226576, Tsw=0.081000, Prb=0.980100, Eta=0.000024
Radio 8: TH=231.199997, ETX=1.000000, Esw=0.133956, Tsw=0.001000, Prb=0.656100, Eta=0.000001
Radio 9: TH=952.200012, ETX=1.600000, Esw=0.220900, Tsw=0.529000, Prb=0.090000, Eta=0.000027
Radio 10: TH=2000.000000, ETX=1.500000, Esw=0.036100, Tsw=0.016000, Prb=0.774400, Eta=0.000072
Radio 11: TH=980.000000, ETX=1.300000, Esw=0.919681, Tsw=0.196000, Prb=1.000000, Eta=0.000074
Radio 12: TH=96.800003, ETX=1.100000, Esw=0.101124, Tsw=0.049000, Prb=1.000000, Eta=0.000068
N = 2040	D = 0.80	RTS	28	0	357	0	1043	0	408	0	0	232	0	0	0	1.180	1
N = 2040	D = 0.80	GLP	13977	0	0	0	1043	0	408	0	0	0	589	0	0	0.630	1
N = 2040	D = 0.80	GnB	9	0	329	6	415	115	162	49	66	92	562	212	26	4.462	1
N = 2040	D = 0.84	RTS	23	0	238	0	1106	0	430	0	0	266	0	0	0	1.175	1
N = 2040	D = 0.84	GLP	13946	0	0	0	1106	0	430	0	0	0	504	0	0	0.606	1
N = 2040	D = 0.84	GnB	9	0	326	6	415	120	161	49	65	99	556	212	25	4.450	1
N = 2040	D = 0.88	RTS	24	0	118	0	1170	0	452	0	0	300	0	0	0	1.170	1
N = 2040	D = 0.88	GLP	13611	0	0	0	1170	0	452	0	0	0	418	0	0	0.581	1
N = 2040	D = 0.88	GnB	9	0	323	6	414	125	160	48	64	106	550	213	25	4.444	1
N = 2040	D = 0.92	RTS	24	0	0	0	1231	0	474	0	0	335	0	0	0	0.622	1
N = 2040	D = 0.92	GLP	9451	0	0	0	1234	0	474	0	0	0	332	0	0	0.556	1
N = 2040	D = 0.92	GnB	6	0	320	6	413	129	159	48	64	112	545	214	25	4.446	1
N = 2040	D = 0.96	RTS	13	0	0	0	1175	0	496	0	0	369	0	0	0	0.618	1
N = 2040	D = 0.96	GLP	7500	0	0	0	1297	0	496	0	0	0	247	0	0	0.532	1
N = 2040	D = 0.96	GnB	5	0	317	6	413	133	157	48	63	117	541	214	25	4.444	1
N = 2040	D = 1.00	RTS	13	0	0	0	1120	0	517	0	0	403	0	0	0	0.614	1
N = 2040	D = 1.00	GLP	7873	0	0	0	1361	0	517	0	0	0	162	0	0	0.507	1
N = 2040	D = 1.00	GnB	6	0	315	6	412	136	157	48	63	122	537	215	25	4.446	1
N = 2040	D = 1.04	RTS	13	0	0	0	1064	0	539	0	0	437	0	0	0	0.610	1
N = 2040	D = 1.04	GLP	7839	0	0	0	1425	76	539	0	0	0	0	0	0	0.475	1
N = 2040	D = 1.04	GnB	5	0	313	6	412	140	156	48	62	126	533	215	24	4.434	1
N = 2040	D = 1.08	RTS	13	0	0	0	1007	0	561	0	0	472	0	0	0	0.606	1
N = 2040	D = 1.08	GLP	7463	0	0	0	1479	0	561	0	0	0	0	0	0	0.425	1
N = 2040	D = 1.08	GnB	6	0	311	6	412	142	155	47	62	130	530	215	24	4.429	1
N = 2040	D = 1.12	RTS	13	0	0	0	951	0	583	0	0	506	0	0	0	0.602	1
N = 2040	D = 1.12	GLP	7462	0	0	0	1457	0	583	0	0	0	0	0	0	0.423	1
N = 2040	D = 1.12	GnB	5	0	309	6	411	145	154	47	61	134	527	216	24	4.428	1
N = 2040	D = 1.16	RTS	13	0	0	0	0	0	0	0	0	0	2040	0	0	1.046	1
N = 2040	D = 1.16	GLP	7521	0	0	0	1436	0	604	0	0	0	0	0	0	0.422	1
N = 2040	D = 1.16	GnB	5	0	308	6	411	147	154	47	61	137	524	216	24	4.429	1
N = 2040	D = 1.20	RTS	13	0	0	0	0	0	0	0	0	575	1465	0	0	1.062	1
N = 2040	D = 1.20	GLP	7951	0	0	0	1414	0	626	0	0	0	0	0	0	0.421	1
N = 2040	D = 1.20	GnB	5	0	306	6	411	150	153	47	61	140	521	216	24	4.429	1
N = 2040	D = 1.24	RTS	13	0	0	0	0	0	0	0	0	609	1431	0	0	1.050	1
N = 2040	D = 1.24	GLP	7533	0	0	0	1392	0	648	0	0	0	0	0	0	0.420	1
