N = 2040	D = 1.24	GnB	5	0	305	6	410	152	152	47	60	143	519	217	24	4.428	1
N = 2040	D = 1.44	RTS	12	0	0	0	2040	0	0	0	0	0	0	0	0	0.455	1
N = 2040	D = 1.44	GLP	7541	0	0	0	1283	0	757	0	0	0	0	0	0	0.414	1
N = 2040	D = 1.44	GnB	5	0	300	6	409	160	150	46	59	155	509	218	24	4.423	1
N = 2592	D = 1.44	RTS	13	0	0	0	1055	0	757	0	0	780	0	0	0	0.692	1
N = 2592	D = 1.44	GLP	7535	0	0	0	1835	0	757	0	0	0	0	0	0	0.536	1
N = 2592	D = 1.44	GnB	5	0	381	7	520	203	191	59	75	197	647	277	30	4.830	1
N = 3144	D = 1.44	RTS	13	0	0	0	1607	0	757	0	0	780	0	0	0	0.814	1
N = 3144	D = 1.44	GLP	7937	0	0	0	2061	0	757	0	0	0	326	0	0	0.783	1
N = 3144	D = 1.44	GnB	5	0	462	9	631	247	231	72	91	239	785	336	37	5.252	1
N = 3696	D = 1.44	RTS	14	0	98	0	2061	0	757	0	0	780	0	0	0	1.480	1
N = 3696	D = 1.44	GLP	7645	0	0	0	2061	0	757	0	0	780	98	0	0	0.999	1
N = 3696	D = 1.44	GnB	5	0	543	11	742	290	272	84	107	281	922	395	43	5.659	1
N = 4248	D = 1.44	RTS	13	0	650	0	2061	0	757	0	0	780	0	0	0	1.605	1
N = 4248	D = 1.44	GLP	7624	0	0	0	2061	0	757	0	0	780	650	0	0	1.272	1
N = 4248	D = 1.44	GnB	5	0	624	12	853	334	313	97	123	323	1060	454	50	6.076	1
N = 4800	D = 1.44	RTS	13	0	1202	0	2061	0	757	0	0	780	0	0	0	1.730	1
N = 4800	D = 1.44	GLP	7715	0	0	0	2061	0	757	0	0	780	1202	0	0	1.546	1
N = 4800	D = 1.44	GnB	5	0	706	14	963	377	354	109	140	365	1198	513	56	6.486	1
N = 5352	D = 1.44	RTS	14	0	1510	0	2061	0	757	0	0	780	244	0	0	1.956	1
N = 5352	D = 1.44	GLP	7511	0	0	0	2061	0	757	0	0	780	1754	0	0	1.819	1
N = 5352	D = 1.44	GnB	5	0	787	16	1074	420	394	122	156	407	1336	572	63	6.908	1
N = 5904	D = 1.44	RTS	15	0	1510	0	2061	0	757	0	0	780	796	0	0	2.230	1
N = 5904	D = 1.44	GLP	7476	0	0	0	2061	0	757	0	0	780	2306	0	0	2.092	1
N = 5904	D = 1.44	GnB	5	0	868	18	1185	464	435	135	172	449	1474	631	69	7.321	1
N = 6456	D = 1.44	RTS	13	0	1510	0	2061	0	757	0	0	780	1348	0	0	2.503	1
N = 6456	D = 1.44	GLP	7941	0	1510	0	2061	0	757	0	0	780	1348	0	0	2.503	1
N = 6456	D = 1.44	GnB	5	0	949	19	1296	507	476	147	188	491	1612	690	76	7.732	1
N = 7008	D = 1.44	RTS	14	0	1510	0	2061	0	757	0	0	780	1900	0	0	2.776	1
N = 7008	D = 1.44	GLP	7656	0	1510	0	2061	0	757	0	0	780	1900	0	0	2.776	1
N = 7008	D = 1.44	GnB	6	0	1031	21	1407	551	517	160	204	533	1750	749	82	8.145	1
N = 7560	D = 1.44	RTS	13	0	1510	0	2061	0	757	0	0	780	2452	0	0	3.050	1
N = 7560	D = 1.44	GLP	7856	0	1510	0	2061	0	757	0	0	780	2452	0	0	3.050	1
N = 7560	D = 1.44	GnB	5	0	1112	23	1518	594	557	173	220	575	1887	808	89	8.567	1
N = 8112	D = 1.44	RTS	14	0	1510	0	2061	441	757	0	0	780	2563	0	0	3.482	1
N = 8112	D = 1.44	GLP	7504	0	1510	0	2061	441	757	0	0	780	2563	0	0	3.482	1
N = 8112	D = 1.44	GnB	5	0	1193	24	1629	637	598	185	236	617	2025	867	95	8.968	1
