Radio 1: TH=1216.800049, ETX=1.300000, Esw=0.348100, Tsw=0.400000, Prb=0.828100, Eta=0.000003
Radio 2: TH=204.800003, ETX=1.000000, Esw=0.044521, Tsw=0.049000, Prb=0.032400, Eta=0.000088
Radio 3: TH=561.799988, ETX=1.700000, Esw=0.148225, Tsw=0.324000, Prb=0.108900, Eta=0.000040
Radio 4: TH=1185.800049, ETX=1.700000, Esw=0.001521, Tsw=0.025000, Prb=0.774400, Eta=0.000079
Radio 5: TH=231.199997, ETX=1.300000, Esw=0.263169, Tsw=0.121000, Prb=0.202500, Eta=0.000085
Radio 6: TH=387.200012, ETX=1.300000, Esw=0.369664, Tsw=0.009000, Prb=0.129600, Eta=0.000099
Radio 7: TH=259.200012, ETX=1.600000, Esw=0.463761, Tsw=0.784000, Prb=0.902500, Eta=0.000098
Radio 8: TH=1479.199951, ETX=1.600000, Esw=0.555025, Tsw=0.144000, Prb=0.577600, Eta=0.000029
Radio 9: TH=744.200012, ETX=1.300000, Esw=0.256036, Tsw=0.121000, Prb=0.008100, Eta=0.000045
Radio 10: TH=180.000000, ETX=1.100000, Esw=0.000784, Tsw=0.016000, Prb=0.562500, Eta=0.000024
Radio 11: TH=1216.800049, ETX=1.700000, Esw=0.062500, Tsw=0.064000, Prb=0.250000, Eta=0.000037
Radio 12: TH=1548.800049, ETX=1.600000, Esw=0.253009, Tsw=0.064000, Prb=0.756900, Eta=0.000097
Radio 13: TH=64.800003, ETX=1.100000, Esw=0.009025, Tsw=0.144000, Prb=0.202500, Eta=0.000071
Radio 14: TH=369.799988, ETX=1.500000, Esw=0.329476, Tsw=0.100000, Prb=0.313600, Eta=0.000034
Radio 15: TH=405.000000, ETX=1.600000, Esw=0.861184, Tsw=0.196000, Prb=0.090000, Eta=0.000002
Radio 16: TH=2000.000000, ETX=1.900000, Esw=0.326041, Tsw=0.841000, Prb=0.940900, Eta=0.000020
N = 2720	D = 0.80	RTS	35	0	138	240	0	0	0	0	862	454	0	806	0	0	0	220	0	2.698	1
N = 2720	D = 0.80	GLP	12075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2720	D = 0.80	GnB	11	203	64	112	385	65	128	1	406	211	59	375	477	17	108	102	0	5.540	1
N = 2720	D = 0.84	RTS	31	0	145	260	0	0	0	0	751	481	0	849	0	0	0	234	0	2.673	1
N = 2720	D = 0.84	GLP	12075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	1
N = 2720	D = 0.84	GnB	11	211	63	114	381	65	126	5	406	211	58	372	474	17	107	102	0	5.550	1
N = 2720	D = 0.88	RTS	31	0	153	281	0	0	0	0	636	508	0	893	0	0	0	249	0	2.648	1
N = 2720	D = 0.88	GLP	14885	0	153	281	885	0	0	0	0	508	0	893	0	0	0	0	0	1.596	1
N = 2720	D = 0.88	GnB	11	215	62	115	373	64	124	9	401	208	57	366	466	17	106	102	28	5.886	1
N = 2720	D = 0.92	RTS	32	0	160	301	0	0	0	0	524	535	0	937	0	0	0	263	0	2.622	1
N = 2720	D = 0.92	GLP	14805	0	160	301	787	0	0	0	0	535	0	937	0	0	0	0	0	1.539	1
N = 2720	D = 0.92	GnB	11	219	61	115	367	63	122	12	397	205	56	360	458	17	104	101	54	5.892	1
N = 2720	D = 0.96	RTS	31	0	167	321	0	0	0	0	412	561	0	981	0	0	0	278	0	2.598	1
N = 2720	D = 0.96	GLP	14888	0	167	321	690	0	0	0	0	561	0	981	0	0	0	0	0	1.483	1
N = 2720	D = 0.96	GnB	11	222	60	116	361	63	120	14	393	203	55	355	452	17	103	100	77	5.896	1
N = 2720	D = 1.00	RTS	32	0	175	341	0	0	0	0	298	588	0	1025	0	0	0	293	0	2.572	1
N = 2720	D = 1.00	GLP	14688	0	175	341	591	0	0	0	0	588	0	1025	0	0	0	0	0	1.426	1
