Radio 1: TH=1692.800049, ETX=1.800000, Esw=0.442225, Tsw=0.625000, Prb=0.078400, Eta=0.000046
Radio 2: TH=1767.199951, ETX=1.900000, Esw=0.006561, Tsw=0.225000, Prb=0.774400, Eta=0.000030
Radio 3: TH=168.199997, ETX=1.000000, Esw=0.138384, Tsw=0.441000, Prb=0.000400, Eta=0.000096
N = 510	D = 0.80	RTS	14	0	510	0	0.259	1
N = 510	D = 0.80	GLP	11512	0	510	0	0.259	1
N = 510	D = 0.80	GnB	5	110	377	22	0.790	1
N = 510	D = 0.84	RTS	10	0	510	0	0.259	1
N = 510	D = 0.84	GLP	11937	0	510	0	0.259	1
N = 510	D = 0.84	GnB	5	122	365	22	0.786	1
N = 510	D = 0.88	RTS	10	0	510	0	0.259	1
N = 510	D = 0.88	GLP	11790	0	510	0	0.259	1
N = 510	D = 0.88	GnB	5	132	354	22	0.782	1
N = 510	D = 0.92	RTS	10	0	510	0	0.259	1
N = 510	D = 0.92	GLP	11632	0	510	0	0.259	1
N = 510	D = 0.92	GnB	5	140	346	22	0.779	1
N = 510	D = 0.96	RTS	10	0	510	0	0.259	1
N = 510	D = 0.96	GLP	11639	0	510	0	0.259	1
N = 510	D = 0.96	GnB	5	148	339	22	0.776	1
N = 510	D = 1.00	RTS	10	0	510	0	0.259	1
N = 510	D = 1.00	GLP	11824	0	510	0	0.259	1
N = 510	D = 1.00	GnB	5	154	332	22	0.774	1
N = 510	D = 1.04	RTS	10	0	510	0	0.259	1
N = 510	D = 1.04	GLP	11758	0	510	0	0.259	1
N = 510	D = 1.04	GnB	5	159	327	22	0.772	1
N = 510	D = 1.08	RTS	11	0	510	0	0.259	1
N = 510	D = 1.08	GLP	11910	0	510	0	0.259	1
N = 510	D = 1.08	GnB	6	164	322	22	0.770	1
N = 510	D = 1.12	RTS	10	0	510	0	0.259	1
N = 510	D = 1.12	GLP	11913	0	510	0	0.259	1
N = 510	D = 1.12	GnB	5	168	318	22	0.769	1
N = 510	D = 1.16	RTS	10	0	510	0	0.259	1
N = 510	D = 1.16	GLP	11652	0	510	0	0.259	1
N = 510	D = 1.16	GnB	5	172	314	23	0.767	1
N = 510	D = 1.20	RTS	10	0	510	0	0.259	1
N = 510	D = 1.20	GLP	11526	0	510	0	0.259	1
N = 510	D = 1.20	GnB	5	175	311	23	0.766	1
N = 510	D = 1.24	RTS	11	0	510	0	0.259	1
N = 510	D = 1.24	GLP	11728	0	510	0	0.259	1
N = 510	D = 1.24	GnB	5	178	308	23	0.765	1
N = 510	D = 1.44	RTS	11	0	510	0	0.259	1
N = 510	D = 1.44	GLP	11714	0	510	0	0.259	1
N = 510	D = 1.44	GnB	5	190	296	23	0.761	1
N = 648	D = 1.44	RTS	11	0	648	0	0.327	1
N = 648	D = 1.44	GLP	11804	0	648	0	0.327	1
N = 648	D = 1.44	GnB	5	241	376	29	0.807	1
N = 786	D = 1.44	RTS	11	0	786	0	0.396	1
N = 786	D = 1.44	GLP	11610	0	786	0	0.396	1
N = 786	D = 1.44	GnB	5	293	456	35	0.854	1
N = 924	D = 1.44	RTS	10	0	924	0	0.464	1
N = 924	D = 1.44	GLP	11569	0	924	0	0.464	1
N = 924	D = 1.44	GnB	5	345	536	42	0.901	1
N = 1062	D = 1.44	RTS	10	0	1062	0	0.532	1
N = 1062	D = 1.44	GLP	11612	0	1062	0	0.532	1
N = 1062	D = 1.44	GnB	5	396	617	48	0.949	1
N = 1200	D = 1.44	RTS	9	1200	0	0	0.597	1
N = 1200	D = 1.44	GLP	11528	1200	0	0	0.597	1
N = 1200	D = 1.44	GnB	5	448	697	54	0.995	1
N = 1338	D = 1.44	RTS	11	0	1338	0	0.669	1
N = 1338	D = 1.44	GLP	11826	1241	97	0	0.657	1
N = 1338	D = 1.44	GnB	5	499	777	60	1.042	1
N = 1476	D = 1.44	RTS	11	0	1476	0	0.737	1
N = 1476	D = 1.44	GLP	11689	1241	235	0	0.725	1
N = 1476	D = 1.44	GnB	5	551	857	67	1.089	1
N = 1614	D = 1.44	RTS	10	0	1614	0	0.806	1
N = 1614	D = 1.44	GLP	11604	1241	373	0	0.794	1
N = 1614	D = 1.44	GnB	5	602	937	73	1.136	1
N = 1752	D = 1.44	RTS	11	0	1752	0	0.874	1
N = 1752	D = 1.44	GLP	11125	1241	511	0	0.862	1
N = 1752	D = 1.44	GnB	3	654	1018	79	1.184	1
N = 1890	D = 1.44	RTS	6	0	1890	0	0.943	1
N = 1890	D = 1.44	GLP	6287	1241	649	0	0.930	1
N = 1890	D = 1.44	GnB	3	705	1098	85	1.230	1
N = 2028	D = 1.44	RTS	7	1241	636	151	1.077	1
N = 2028	D = 1.44	GLP	6575	1241	787	0	0.999	1
N = 2028	D = 1.44	GnB	3	757	1178	92	1.277	1
