--- N = 850 --- D = 0.80 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
--- N = 850 --- D = 1.00 ---
* * * Solver: GLP * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	15275	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14897	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14688	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14704	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14915	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15846	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14760	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15794	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15519	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15200	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	18172	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14738	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15242	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14936	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14977	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	20712	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16103	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16054	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15374	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15034	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	20407	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15372	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16129	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15223	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14640	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	22443	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16523	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16015	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15028	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15161	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	20541	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15114	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14748	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15393	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16591	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	20672	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15000	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16097	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15293	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14918	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14842	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15261	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14685	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16357	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16223	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	20491	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15224	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14820	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14763	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14787	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
--- N = 850 --- D = 1.00 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	57	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	706	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	57	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	8	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	25	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	10	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	8	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	60	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	58	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	7	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
	6	584	128	76	58	2	1,1,1,1,1,	1	0.681	1
--- N = 850 --- D = 1.04 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	34	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
--- N = 850 --- D = 1.04 ---
* * * Solver: GLP * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	16025	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15324	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16516	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15418	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16371	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15108	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15264	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15949	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16091	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15435	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15561	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15652	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15762	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16487	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16439	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15278	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15501	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15088	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15491	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15457	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15040	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16107	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15362	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15516	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15414	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16116	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15647	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14955	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15565	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15074	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16836	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14858	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14787	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15085	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15247	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14941	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15722	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16165	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14920	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15986	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15528	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16220	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16188	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15552	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16727	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15103	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16267	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15900	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15134	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15019	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
--- N = 850 --- D = 1.04 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	5	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	520	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	49	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	16	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	70	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	62	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	8	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	55	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	7	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
	6	582	138	72	55	1	1,1,1,1,1,	1	0.632	1
--- N = 850 --- D = 1.08 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	52	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	17	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	164	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
--- N = 850 --- D = 1.08 ---
* * * Solver: GLP * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	16261	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15439	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15229	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15456	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15844	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15842	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15954	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16117	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15164	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15525	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15375	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15795	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16404	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15125	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15550	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15756	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15434	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15991	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16328	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15099	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15743	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15503	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15390	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15248	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15684	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15368	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15868	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15111	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	21928	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15779	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14857	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16323	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15140	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16595	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15744	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15396	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15453	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16597	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15432	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15369	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16251	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16057	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	19915	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15449	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15342	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15118	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15105	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15939	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15754	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15633	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
--- N = 850 --- D = 1.08 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	76	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	7	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
	6	580	147	68	52	1	1,1,1,1,1,	1	0.630	1
--- N = 850 --- D = 1.12 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
