--- N = 850 --- D = 0.80 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	14296	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	15347	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	14334	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	14098	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	15040	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	13994	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	14105	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	14322	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	24333	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	15038	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	15281	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	14250	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	14518	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	15744	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
	14906	702	0	58	90	0	1,-,1,1,-,	1	0.484	1
--- N = 850 --- D = 0.88 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	0,1,1,1,1,	0	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	63	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	8	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	8	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	56	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	8	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	7	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	8	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
	6	593	76	100	76	2	1,1,1,1,1,	1	0.695	1
--- N = 850 --- D = 0.92 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	54	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	17	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	40	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	18	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	16	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	16	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	16	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	18	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	18	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	67	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	16	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	19	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	17	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	88	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	15	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	13	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
	14	810	40	0	0	0	1,1,-,-,-,	1	0.542	1
--- N = 850 --- D = 0.92 ---
* * * Solver: GLP * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	15667	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15337	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	24514	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15100	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14634	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15061	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15992	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	16078	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14910	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	16389	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14469	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15520	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15500	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14729	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14797	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15968	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	16162	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	16078	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15742	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14769	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15903	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15433	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14453	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15784	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14638	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14474	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15300	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15268	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	16477	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14511	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15308	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15592	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15734	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15908	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14801	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14501	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15114	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14844	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14966	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15167	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15149	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	24619	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15954	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15683	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14512	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	15223	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	17128	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	16006	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	16298	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
	14678	810	0	0	40	0	1,-,-,1,-,	1	0.448	1
--- N = 850 --- D = 0.92 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	511	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	8	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	8	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	493	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	59	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	8	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	55	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	7	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	6	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
	8	589	98	90	69	2	1,1,1,1,1,	1	0.690	1
--- N = 850 --- D = 0.96 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	17	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	18	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	19	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	18	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	30	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
--- N = 850 --- D = 0.96 ---
* * * Solver: GLP * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	15051	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14543	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14674	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14353	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14458	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14370	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14595	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15024	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14842	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14360	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14414	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14504	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15715	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14705	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15489	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14807	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15286	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14525	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15559	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15144	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14813	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15877	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15963	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15628	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15762	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16160	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15200	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14438	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14638	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14971	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15591	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14491	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14481	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15135	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15714	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14452	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15690	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14518	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14635	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15777	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14757	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15132	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15963	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15677	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15944	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14688	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14398	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14816	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15088	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14721	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
--- N = 850 --- D = 0.96 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	18	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	8	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	21	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	8	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	8	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	8	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	52	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	59	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	7	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
	6	586	115	82	63	2	1,1,1,1,1,	1	0.685	1
--- N = 850 --- D = 1.00 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	X3	X4	X5	scs	SCS	estEng	CAP>=N
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	16	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	17	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	30	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	13	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	14	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
	15	850	0	0	0	0	1,-,-,-,-,	1	0.442	1
