--- N = 184 --- D = 0.60 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	scs	SCS	estEng	CAP>=N
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	18	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	56	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	57	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	13	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	13	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	497	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	57	184	0	1,-,	1	0.342	1
	542	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	19	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	27	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	21	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	19	184	0	1,-,	1	0.342	1
	511	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	58	184	0	1,-,	1	0.342	1
	60	184	0	1,-,	1	0.342	1
	59	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
--- N = 184 --- D = 0.72 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	scs	SCS	estEng	CAP>=N
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	7	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	59	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	8	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	496	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	9	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	51	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	8	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	55	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	4	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	7	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	497	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	6	144	39	1,1,	1	0.361	1
	5	144	39	1,1,	1	0.361	1
--- N = 184 --- D = 0.76 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	scs	SCS	estEng	CAP>=N
	10	184	0	1,-,	1	0.342	1
	13	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	64	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	19	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	13	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	21	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	22	184	0	1,-,	1	0.342	1
	53	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	13	184	0	1,-,	1	0.342	1
	48	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	61	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	19	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	55	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	61	184	0	1,-,	1	0.342	1
	13	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	57	184	0	1,-,	1	0.342	1
	62	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	21	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	60	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	23	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	68	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	58	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
--- N = 184 --- D = 0.76 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	scs	SCS	estEng	CAP>=N
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	7	152	31	1,1,	1	0.357	1
	7	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	58	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	4	152	31	1,1,	1	0.357	1
	54	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	7	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	7	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	15	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	22	152	31	1,1,	1	0.357	1
	4	152	31	1,1,	1	0.357	1
	15	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	7	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	8	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	6	152	31	1,1,	1	0.357	1
	5	152	31	1,1,	1	0.357	1
--- N = 184 --- D = 0.80 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	scs	SCS	estEng	CAP>=N
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	13	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	46	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	62	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	19	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	694	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	19	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	17	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	14	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
--- N = 184 --- D = 0.80 ---
* * * Solver: GnB * * *
	us_sol	X1	X2	scs	SCS	estEng	CAP>=N
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	59	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	7	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	4	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	7	157	26	1,1,	1	0.355	1
	7	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	15	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	507	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	7	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	493	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	4	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	22	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	59	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	6	157	26	1,1,	1	0.355	1
	5	157	26	1,1,	1	0.355	1
--- N = 184 --- D = 0.84 ---
* * * Solver: RTS * * *
	us_sol	X1	X2	scs	SCS	estEng	CAP>=N
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	600	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	9	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	21	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	12	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
	13	184	0	1,-,	1	0.342	1
	10	184	0	1,-,	1	0.342	1
	11	184	0	1,-,	1	0.342	1
